Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13	Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14	Zeit (s) Messreihe #15	Spannung, Ch A (V) Messreihe #15	Spannung, Ch B (V) Messreihe #15	Zeit (s) Messreihe #16	Spannung, Ch A (V) Messreihe #16	Spannung, Ch B (V) Messreihe #16	Zeit (s) Messreihe #17	Spannung, Ch A (V) Messreihe #17	Spannung, Ch B (V) Messreihe #17
			11,720	3,271	5,420	11,720	2,561	-0,073	11,720	3,647	4,216	11,720	3,179	2,194	11,720	1,230	2,907	11,720	1,406	2,946	11,720	1,227	3,007	11,720	2,055	2,952	11,720	1,551	2,975	11,720	1,577	2,967	11,720	1,365	2,997	11,720	1,766	2,934	11,720	0,943	3,048	11,720	1,230	3,011	5,860	0,707	1,481	11,720	1,696	2,951
			11,740	3,277	5,487	11,740	2,567	-0,074	11,740	3,653	4,218	11,740	3,185	2,225	11,740	1,255	2,912	11,740	1,394	2,952	11,740	1,179	3,012	11,740	1,992	2,957	11,740	1,509	2,981	11,740	1,537	2,973	11,740	1,323	3,002	11,740	1,747	2,940	11,740	0,909	3,054	11,740	1,189	3,017	5,870	0,675	1,484	11,740	1,670	2,954
			11,760	3,283	5,548	11,760	2,573	-0,086	11,760	3,659	4,220	11,760	3,191	2,255	11,760	1,276	2,917	11,760	1,378	2,957	11,760	1,140	3,018	11,760	1,930	2,963	11,760	1,467	2,986	11,760	1,497	2,978	11,760	1,281	3,007	11,760	1,724	2,945	11,760	0,879	3,060	11,760	1,139	3,024	5,880	0,682	1,487	11,760	1,646	2,960
			11,780	3,289	5,594	11,780	2,578	-0,076	11,780	3,664	4,219	11,780	3,197	2,285	11,780	1,294	2,923	11,780	1,360	2,963	11,780	1,097	3,023	11,780	1,871	2,968	11,780	1,424	2,991	11,780	1,456	2,983	11,780	1,239	3,013	11,780	1,697	2,951	11,780	0,845	3,065	11,780	1,088	3,029	5,890	0,648	1,490	11,780	1,610	2,965
			11,800	3,294	5,640	11,800	2,584	-0,078	11,800	3,670	4,220	11,800	3,202	2,345	11,800	1,309	2,927	11,800	1,337	2,967	11,800	1,057	3,028	11,800	1,811	2,973	11,800	1,382	2,996	11,800	1,415	2,989	11,800	1,198	3,018	11,800	1,665	2,955	11,800	0,820	3,070	11,800	1,055	3,034	5,900	0,654	1,492	11,800	1,565	2,972
			11,820	3,300	5,686	11,820	2,590	-0,079	11,820	3,676	4,211	11,820	3,208	2,363	11,820	1,321	2,933	11,820	1,312	2,973	11,820	1,017	3,033	11,820	1,748	2,978	11,820	1,340	3,002	11,820	1,373	2,994	11,820	1,157	3,023	11,820	1,632	2,961	11,820	0,797	3,075	11,820	1,016	3,036	5,910	0,620	1,494	11,820	1,519	2,977
			11,840	3,306	5,731	11,840	2,596	-0,080	11,840	3,682	4,199	11,840	3,214	2,379	11,840	1,329	2,938	11,840	1,285	2,978	11,840	0,977	3,040	11,840	1,684	2,984	11,840	1,297	3,007	11,840	1,331	2,999	11,840	1,116	3,029	11,840	1,596	2,966	11,840	0,778	3,082	11,840	1,000	3,040	5,920	0,628	1,498	11,840	1,476	2,983
			11,860	3,312	5,778	11,860	2,601	-0,082	11,860	3,687	4,211	11,860	3,220	2,409	11,860	1,336	2,944	11,860	1,255	2,983	11,860	0,937	3,044	11,860	1,621	2,989	11,860	1,255	3,012	11,860	1,290	3,005	11,860	1,075	3,034	11,860	1,557	2,972	11,860	0,753	3,086	11,860	0,970	3,045	5,930	0,595	1,501	11,860	1,431	2,988
			11,880	3,318	5,824	11,880	2,608	-0,082	11,880	3,693	4,209	11,880	3,226	2,440	11,880	1,339	2,949	11,880	1,223	2,989	11,880	0,908	3,049	11,880	1,565	2,994	11,880	1,213	3,018	11,880	1,248	3,010	11,880	1,038	3,039	11,880	1,514	2,977	11,880	0,737	3,091	11,880	0,934	3,052	5,940	0,602	1,503	11,880	1,389	2,992
			11,900	3,323	5,869	11,900	2,614	-0,083	11,900	3,699	4,203	11,900	3,232	2,471	11,900	1,340	2,954	11,900	1,189	2,993	11,900	0,874	3,054	11,900	1,504	3,000	11,900	1,172	3,023	11,900	1,207	3,015	11,900	1,000	3,044	11,900	1,475	2,982	11,900	0,720	3,097	11,900	0,904	3,052	5,950	0,569	1,505	11,900	1,351	2,998
			11,920	3,330	5,915	11,920	2,619	-0,084	11,920	3,705	4,197	11,920	3,238	2,501	11,920	1,337	2,959	11,920	1,143	2,999	11,920	0,842	3,060	11,920	1,447	3,005	11,920	1,130	3,028	11,920	1,167	3,021	11,920	0,965	3,050	11,920	1,433	2,987	11,920	0,702	3,102	11,920	0,899	3,056	5,960	0,576	1,508	11,920	1,304	3,003
			11,940	3,335	5,960	11,940	2,625	-0,084	11,940	3,710	4,190	11,940	3,244	2,530	11,940	1,332	2,965	11,940	1,121	3,004	11,940	0,809	3,064	11,940	1,392	3,010	11,940	1,089	3,033	11,940	1,126	3,026	11,940	0,933	3,055	11,940	1,391	2,993	11,940	0,690	3,106	11,940	0,878	3,061	5,970	0,544	1,511	11,940	1,267	3,008
			11,960	3,341	6,006	11,960	2,631	-0,084	11,960	3,717	4,183	11,960	3,250	2,560	11,960	1,367	2,970	11,960	1,089	3,010	11,960	0,774	3,069	11,960	1,340	3,016	11,960	1,048	3,039	11,960	1,085	3,031	11,960	0,902	3,060	11,960	1,350	2,998	11,960	0,681	3,112	11,960	0,851	3,067	5,980	0,550	1,513	11,960	1,230	3,013
			11,980	3,347	6,051	11,980	2,637	-0,084	11,980	3,722	4,174	11,980	3,255	2,590	11,980	1,320	2,976	11,980	1,055	3,015	11,980	0,750	3,075	11,980	1,291	3,021	11,980	1,011	3,044	11,980	1,046	3,036	11,980	0,873	3,065	11,980	1,309	3,004	11,980	0,670	3,116	11,980	0,824	3,070	5,990	0,520	1,516	11,980	1,188	3,019
			12,000	3,353	6,096	12,000	2,643	-0,083	12,000	3,728	4,164	12,000	3,261	2,621	12,000	1,301	2,981	12,000	1,021	3,021	12,000	0,730	3,081	12,000	1,246	3,026	12,000	0,977	3,049	12,000	1,008	3,041	12,000	0,847	3,071	12,000	1,266	3,008	12,000	0,664	3,119	12,000	0,805	3,076	6,000	0,525	1,518	12,000	1,148	3,023
			12,020	3,359	6,141	12,020	2,648	-0,082	12,020	3,734	4,154	12,020	3,267	2,653	12,020	1,282	2,985	12,020	0,986	3,026	12,020	0,707	3,086	12,020	1,203	3,031	12,020	0,943	3,054	12,020	0,972	3,047	12,020	0,823	3,076	12,020	1,225	3,014	12,020	0,658	3,123	12,020	0,784	3,085	6,010	0,494	1,521	12,020	1,108	3,028
			12,040	3,364	6,186	12,040	2,655	-0,078	12,040	3,739	4,142	12,040	3,273	2,684	12,040	1,263	2,990	12,040	0,952	3,031	12,040	0,686	3,090	12,040	1,163	3,036	12,040	0,912	3,060	12,040	0,938	3,052	12,040	0,801	3,082	12,040	1,184	3,019	12,040	0,655	3,126	12,040	0,754	3,091	6,020	0,500	1,524	12,040	1,070	3,036
			12,060	3,370	6,231	12,060	2,660	-0,074	12,060	3,745	4,130	12,060	3,279	2,715	12,060	1,240	2,996	12,060	0,918	3,037	12,060	0,667	3,096	12,060	1,126	3,042	12,060	0,884	3,065	12,060	0,907	3,057	12,060	0,779	3,086	12,060	1,143	3,024	12,060	0,650	3,130	12,060	0,726	3,105	6,030	0,470	1,527	12,060	1,023	3,040
			12,080	3,376	6,275	12,080	2,666	-0,068	12,080	3,751	4,117	12,080	3,285	2,745	12,080	1,214	3,001	12,080	0,884	3,041	12,080	0,649	3,101	12,080	1,090	3,047	12,080	0,856	3,070	12,080	0,877	3,062	12,080	0,759	3,092	12,080	1,102	3,030	12,080	0,649	3,133	12,080	0,693	3,112	6,040	0,477	1,530	12,080	0,985	3,046
			12,100	3,382	6,309	12,100	2,672	-0,059	12,100	3,757	4,103	12,100	3,291	2,776	12,100	1,186	3,007	12,100	0,852	3,047	12,100	0,634	3,106	12,100	1,057	3,052	12,100	0,832	3,076	12,100	0,850	3,068	12,100	0,739	3,097	12,100	1,062	3,035	12,100	0,647	3,136	12,100	0,675	3,114	6,050	0,448	1,533	12,100	0,955	3,050
			12,120	3,388	6,363	12,120	2,678	-0,049	12,120	3,762	4,088	12,120	3,297	2,809	12,120	1,156	3,012	12,120	0,821	3,052	12,120	0,619	3,111	12,120	1,027	3,057	12,120	0,874	3,081	12,120	0,825	3,073	12,120	0,727	3,102	12,120	1,024	3,040	12,120	0,646	3,139	12,120	0,673	3,118	6,060	0,452	1,535	12,120	0,927	3,054
			12,140	3,394	6,407	12,140	2,684	-0,033	12,140	3,768	4,072	12,140	3,302	2,840	12,140	1,123	3,017	12,140	0,794	3,057	12,140	0,607	3,116	12,140	1,000	3,063	12,140	1,056	3,086	12,140	0,802	3,079	12,140	0,712	3,107	12,140	0,988	3,046	12,140	0,645	3,141	12,140	0,668	3,122	6,070	0,422	1,538	12,140	0,900	3,060
			12,160	3,399	6,451	12,160	2,690	-0,013	12,160	3,773	4,056	12,160	3,308	2,872	12,160	1,091	3,023	12,160	0,760	3,063	12,160	0,595	3,120	12,160	0,975	3,068	12,160	1,129	3,091	12,160	0,780	3,084	12,160	0,700	3,112	12,160	0,953	3,051	12,160	0,645	3,144	12,160	0,658	3,124	6,080	0,430	1,540	12,160	0,869	3,065
			12,180	3,406	6,495	12,180	2,695	0,012	12,180	3,779	4,038	12,180	3,314	2,879	12,180	1,058	3,028	12,180	0,730	3,068	12,180	0,588	3,124	12,180	0,954	3,073	12,180	0,825	3,097	12,180	0,759	3,089	12,180	0,690	3,118	12,180	0,921	3,056	12,180	0,644	3,146	12,180	0,656	3,126	6,090	0,407	1,543	12,180	0,844	3,070
			12,200	3,411	6,538	12,200	2,701	0,044	12,200	3,785	4,054	12,200	3,320	2,932	12,200	1,027	3,033	12,200	0,703	3,073	12,200	0,583	3,129	12,200	0,936	3,079	12,200	0,737	3,102	12,200	0,741	3,094	12,200	0,683	3,123	12,200	0,890	3,061	12,200	0,645	3,148	12,200	0,663	3,130	6,100	0,414	1,545	12,200	0,823	3,074
			12,220	3,417	6,582	12,220	2,707	0,081	12,220	3,791	4,007	12,220	3,326	2,965	12,220	0,996	3,038	12,220	0,679	3,078	12,220	0,577	3,134	12,220	0,889	3,084	12,220	0,718	3,107	12,220	0,726	3,100	12,220	0,677	3,127	12,220	0,863	3,067	12,220	0,644	3,149	12,220	0,575	3,100	6,110	0,392	1,547	12,220	0,804	3,079
			12,240	3,422	6,624	12,240	2,712	0,120	12,240	3,797	3,985	12,240	3,332	2,998	12,240	0,964	3,043	12,240	0,656	3,083	12,240	0,571	3,137	12,240	0,881	3,089	12,240	0,706	3,113	12,240	0,710	3,105	12,240	0,674	3,133	12,240	0,838	3,072	12,240	0,645	3,151	12,240	0,761	3,069	6,120	0,395	1,550	12,240	0,782	3,085
			12,260	3,428	6,667	12,260	2,718	0,161	12,260	3,802	3,966	12,260	3,338	3,030	12,260	0,934	3,049	12,260	0,655	3,089	12,260	0,568	3,142	12,260	0,883	3,095	12,260	0,696	3,118	12,260	0,697	3,110	12,260	0,672	3,137	12,260	0,814	3,077	12,260	0,645	3,152	12,260	0,797	3,075	6,130	0,374	1,552	12,260	0,763	3,089
			12,280	3,434	6,710	12,280	2,725	0,200	12,280	3,808	3,947	12,280	3,344	3,062	12,280	0,899	3,054	12,280	0,618	3,094	12,280	0,565	3,146	12,280	0,877	3,100	12,280	0,688	3,123	12,280	0,687	3,115	12,280	0,671	3,143	12,280	0,792	3,082	12,280	0,645	3,153	12,280	0,780	3,079	6,140	0,380	1,555	12,280	0,746	3,092
			12,300	3,440	6,752	12,300	2,730	0,238	12,300	3,814	3,928	12,300	3,350	3,094	12,300	0,846	3,059	12,300	0,593	3,099	12,300	0,566	3,150	12,300	0,873	3,105	12,300	0,682	3,128	12,300	0,678	3,120	12,300	0,672	3,148	12,300	0,770	3,087	12,300	0,645	3,154	12,300	0,760	3,085	6,150	0,359	1,558	12,300	0,736	3,098
			12,320	3,446	6,794	12,320	2,736	0,273	12,320	3,820	3,910	12,320	3,355	3,126	12,320	0,834	3,065	12,320	0,577	3,105	12,320	0,576	3,153	12,320	0,871	3,110	12,320	0,679	3,133	12,320	0,672	3,125	12,320	0,674	3,153	12,320	0,752	3,093	12,320	0,645	3,155	12,320	0,741	3,090	6,160	0,364	1,561	12,320	0,720	3,103
			12,340	3,451	6,835	12,340	2,742	0,306	12,340	3,826	3,890	12,340	3,361	3,158	12,340	0,806	3,070	12,340	0,561	3,110	12,340	0,565	3,156	12,340	0,873	3,116	12,340	0,677	3,138	12,340	0,667	3,130	12,340	0,678	3,158	12,340	0,735	3,098	12,340	0,643	3,155	12,340	0,724	3,095	6,170	0,343	1,563	12,340	0,706	3,108
			12,360	3,457	6,875	12,360	2,748	0,336	12,360	3,832	3,870	12,360	3,367	3,190	12,360	0,775	3,075	12,360	0,546	3,115	12,360	0,564	3,159	12,360	0,877	3,121	12,360	0,677	3,143	12,360	0,665	3,136	12,360	0,675	3,161	12,360	0,721	3,103	12,360	0,644	3,155	12,360	0,709	3,101	6,180	0,349	1,566	12,360	0,696	3,112
			12,380	3,463	6,915	12,380	2,753	0,365	12,380	3,837	3,851	12,380	3,373	3,222	12,380	0,744	3,080	12,380	0,534	3,120	12,380	0,564	3,161	12,380	0,884	3,126	12,380	0,678	3,149	12,380	0,664	3,141	12,380	0,670	3,161	12,380	0,706	3,108	12,380	0,643	3,156	12,380	0,696	3,106	6,190	0,330	1,568	12,380	0,689	3,116
			12,400	3,468	6,954	12,400	2,760	0,392	12,400	3,843	3,831	12,400	3,379	3,254	12,400	0,716	3,085	12,400	0,522	3,125	12,400	0,561	3,161	12,400	0,893	3,131	12,400	0,680	3,154	12,400	0,664	3,146	12,400	0,669	3,161	12,400	0,695	3,114	12,400	0,642	3,156	12,400	0,685	3,111	6,200	0,333	1,570	12,400	0,681	3,120
			12,420	3,475	6,993	12,420	2,766	0,418	12,420	3,849	3,811	12,420	3,385	3,286	12,420	0,690	3,091	12,420	0,511	3,130	12,420	0,559	3,162	12,420	0,905	3,136	12,420	0,685	3,160	12,420	0,666	3,151	12,420	0,669	3,161	12,420	0,686	3,119	12,420	0,643	3,156	12,420	0,676	3,117	6,210	0,318	1,573	12,420	0,675	3,125
			12,440	3,480	7,029	12,440	2,771	0,442	12,440	3,855	3,790	12,440	3,390	3,317	12,440	0,664	3,096	12,440	0,503	3,135	12,440	0,557	3,161	12,440	0,921	3,141	12,440	0,677	3,161	12,440	0,670	3,157	12,440	0,668	3,161	12,440	0,679	3,124	12,440	0,644	3,156	12,440	0,668	3,122	6,220	0,323	1,576	12,440	0,672	3,129
			12,460	3,486	7,105	12,460	2,777	0,465	12,460	3,861	3,769	12,460	3,396	3,349	12,460	0,637	3,101	12,460	0,496	3,140	12,460	0,558	3,162	12,460	0,938	3,147	12,460	0,674	3,161	12,460	0,670	3,161	12,460	0,668	3,161	12,460	0,675	3,129	12,460	0,643	3,156	12,460	0,665	3,127	6,230	0,306	1,578	12,460	0,668	3,134
			12,480	3,492	7,108	12,480	2,783	0,497	12,480	3,867	3,748	12,480	3,402	3,381	12,480	0,618	3,106	12,480	0,490	3,145	12,480	0,558	3,162	12,480	0,959	3,152	12,480	0,674	3,161	12,480	0,663	3,161	12,480	0,668	3,161	12,480	0,671	3,134	12,480	0,643	3,156	12,480	0,700	3,144	6,240	0,311	1,581	12,480	0,666	3,138
			12,500	3,498	7,133	12,500	2,788	0,533	12,500	3,872	3,726	12,500	3,408	3,414	12,500	0,598	3,111	12,500	0,486	3,150	12,500	0,557	3,162	12,500	0,981	3,157	12,500	0,673	3,161	12,500	0,662	3,161	12,500	0,667	3,160	12,500	0,670	3,139	12,500	0,642	3,156	12,500	0,667	3,153	6,250	0,296	1,583	12,500	0,668	3,141
			12,520	3,504	7,164	12,520	2,794	0,531	12,520	3,878	3,704	12,520	3,414	3,446	12,520	0,581	3,117	12,520	0,483	3,155	12,520	0,558	3,162	12,520	1,003	3,162	12,520	0,672	3,160	12,520	0,661	3,161	12,520	0,667	3,161	12,520	0,670	3,145	12,520	0,642	3,156	12,520	0,646	3,151	6,260	0,301	1,586	12,520	0,665	3,145
			12,540	3,509	7,192	12,540	2,800	0,549	12,540	3,884	3,682	12,540	3,420	3,488	12,540	0,563	3,122	12,540	0,481	3,160	12,540	0,557	3,162	12,540	1,028	3,167	12,540	0,672	3,161	12,540	0,660	3,161	12,540	0,667	3,160	12,540	0,672	3,150	12,540	0,642	3,155	12,540	0,645	3,150	6,270	0,286	1,589	12,540	0,665	3,149
			12,560	3,515	7,219	12,560	2,806	0,568	12,560	3,889	3,651	12,560	3,425	3,514	12,560	0,510	3,127	12,560	0,470	3,161	12,560	0,557	3,162	12,560	1,034	3,169	12,560	0,672	3,161	12,560	0,660	3,161	12,560	0,667	3,161	12,560	0,675	3,155	12,560	0,642	3,155	12,560	0,655	3,154	6,280	0,292	1,591	12,560	0,666	3,151
			12,580	3,521	7,243	12,580	2,812	0,587	12,580	3,895	3,629	12,580	3,431	3,544	12,580	0,404	3,132	12,580	0,468	3,161	12,580	0,556	3,162	12,580	1,065	3,168	12,580	0,672	3,161	12,580	0,660	3,161	12,580	0,667	3,161	12,580	0,678	3,160	12,580	0,642	3,156	12,580	0,656	3,157	6,290	0,279	1,594	12,580	0,667	3,154
			12,600	3,527	7,266	12,600	2,817	0,606	12,600	3,901	3,612	12,600	3,437	3,576	12,600	0,384	3,136	12,600	0,437	3,162	12,600	0,556	3,162	12,600	1,036	3,168	12,600	0,671	3,161	12,600	0,660	3,161	12,600	0,669	3,161	12,600	0,670	3,161	12,600	0,642	3,155	12,600	0,651	3,157	6,300	0,284	1,596	12,600	0,669	3,157
			12,620	3,533	7,285	12,620	2,823	0,625	12,620	3,907	3,588	12,620	3,442	3,608	12,620	0,696	3,141	12,620	0,463	3,166	12,620	0,556	3,162	12,620	1,029	3,166	12,620	0,671	3,161	12,620	0,659	3,161	12,620	0,667	3,161	12,620	0,668	3,161	12,620	0,642	3,155	12,620	0,648	3,156	6,310	0,272	1,599	12,620	0,665	3,158
			12,640	3,538	7,302	12,640	2,828	0,645	12,640	3,913	3,564	12,640	3,449	3,640	12,640	1,069	3,146	12,640	0,465	3,167	12,640	0,556	3,162	12,640	1,023	3,165	12,640	0,670	3,161	12,640	0,659	3,161	12,640	0,667	3,161	12,640	0,668	3,161	12,640	0,642	3,156	12,640	0,648	3,156	6,320	0,279	1,601	12,640	0,663	3,158
			12,660	3,544	7,317	12,660	2,835	0,665	12,660	3,919	3,539	12,660	3,454	3,672	12,660	0,670	3,151	12,660	0,465	3,167	12,660	0,550	3,163	12,660	0,993	3,164	12,660	0,670	3,161	12,660	0,659	3,161	12,660	0,666	3,161	12,660	0,667	3,161	12,660	0,642	3,156	12,660	0,647	3,156	6,330	0,267	1,605	12,660	0,663	3,158
			12,680	3,550	7,329	12,680	2,841	0,687	12,680	3,924	3,513	12,680	3,460	3,704	12,680	0,593	3,156	12,680	0,465	3,167	12,680	0,551	3,163	12,680	1,015	3,164	12,680	0,670	3,161	12,680	0,658	3,161	12,680	0,667	3,161	12,680	0,667	3,161	12,680	0,641	3,156	12,680	0,648	3,156	6,340	0,271	1,607	12,680	0,663	3,158
			12,700	3,556	7,337	12,700	2,846	0,709	12,700	3,930	3,488	12,700	3,466	3,735	12,700	0,492	3,160	12,700	0,464	3,167	12,700	0,557	3,163	12,700	1,016	3,164	12,700	0,669	3,160	12,700	0,658	3,161	12,700	0,666	3,161	12,700	0,667	3,161	12,700	0,641	3,155	12,700	0,647	3,156	6,350	0,261	1,610	12,700	0,662	3,158
			12,720	3,562	7,343	12,720	2,852	0,734	12,720	3,936	3,462	12,720	3,471	3,766	12,720	0,457	3,163	12,720	0,464	3,167	12,720	0,552	3,161	12,720	1,016	3,164	12,720	0,667	3,161	12,720	0,658	3,161	12,720	0,666	3,161	12,720	0,666	3,161	12,720	0,641	3,155	12,720	0,647	3,156	6,360	0,267	1,613	12,720	0,662	3,158
			12,740	3,567	7,345	12,740	2,858	0,760	12,740	3,942	3,435	12,740	3,477	3,797	12,740	0,449	3,162	12,740	0,464	3,167	12,740	0,557	3,162	12,740	1,016	3,164	12,740	0,669	3,161	12,740	0,658	3,161	12,740	0,666	3,161	12,740	0,666	3,161	12,740	0,641	3,156	12,740	0,646	3,156	6,370	0,256	1,615	12,740	0,662	3,158
			12,760	3,573	7,345	12,760	2,863	0,788	12,760	3,947	3,408	12,760	3,483	3,826	12,760	0,449	3,163	12,760	0,464	3,167	12,760	0,553	3,162	12,760	1,016	3,164	12,760	0,669	3,161	12,760	0,658	3,161	12,760	0,665	3,161	12,760	0,666	3,161	12,760	0,641	3,156	12,760	0,646	3,156	6,380	0,262	1,617	12,760	0,661	3,158
			12,780	3,579	7,343	12,780	2,869	0,819	12,780	3,953	3,381	12,780	3,489	3,855	12,780	0,448	3,163	12,780	0,465	3,167	12,780	0,551	3,160	12,780	1,016	3,164	12,780	0,669	3,161	12,780	0,658	3,161	12,780	0,666	3,161	12,780	0,665	3,160	12,780	0,641	3,156	12,780	0,644	3,156	6,390	0,254	1,620	12,780	0,661	3,157
			12,800	3,585	7,338	12,800	2,875	0,851	12,800	3,959	3,353	12,800	3,495	3,884	12,800	0,447	3,163	12,800	0,464	3,166	12,800	0,554	3,161	12,800	1,016	3,164	12,800	0,669	3,161	12,800	0,658	3,161	12,800	0,670	3,161	12,800	0,666	3,161	12,800	0,642	3,155	12,800	0,640	3,156	6,400	0,260	1,624	12,800	0,661	3,158
			12,820	3,591	7,326	12,820	2,881	0,885	12,820	3,965	3,325	12,820	3,501	3,911	12,820	0,447	3,163	12,820	0,468	3,167	12,820	0,553	3,160	12,820	1,016	3,164	12,820	0,669	3,161	12,820	0,658	3,162	12,820	0,665	3,160	12,820	0,665	3,161	12,820	0,640	3,155	12,820	0,645	3,156	6,410	0,253	1,626	12,820	0,661	3,158
			12,840	3,597	7,316	12,840	2,887	0,920	12,840	3,971	3,297	12,840	3,507	3,938	12,840	0,446	3,162	12,840	0,467	3,166	12,840	0,553	3,160	12,840	1,016	3,164	12,840	0,668	3,161	12,840	0,657	3,161	12,840	0,665	3,160	12,840	0,665	3,161	12,840	0,641	3,155	12,840	0,647	3,156	6,420	0,258	1,629	12,840	0,661	3,158
			12,860	3,602	7,315	12,860	2,893	0,944	12,860	3,977	3,269	12,860	3,513	3,964	12,860	0,437	3,163	12,860	0,467	3,167	12,860	0,554	3,161	12,860	1,015	3,164	12,860	0,668	3,161	12,860	0,658	3,161	12,860	0,666	3,161	12,860	0,664	3,161	12,860	0,640	3,155	12,860	0,646	3,156	6,430	0,252	1,631	12,860	0,661	3,158
			12,880	3,608	7,307	12,880	2,898	0,989	12,880	3,982	3,240	12,880	3,519	3,988	12,880	0,440	3,163	12,880	0,464	3,167	12,880	0,556	3,161	12,880	1,015	3,165	12,880	0,668	3,161	12,880	0,655	3,161	12,880	0,665	3,160	12,880	0,664	3,161	12,880	0,640	3,155	12,880	0,645	3,155	6,440	0,257	1,634	12,880	0,660	3,157
			12,900	3,614	7,299	12,900	2,904	1,026	12,900	3,988	3,210	12,900	3,524	4,018	12,900	0,446	3,163	12,900	0,464	3,166	12,900	0,554	3,162	12,900	1,015	3,164	12,900	0,668	3,161	12,900	0,657	3,161	12,900	0,665	3,161	12,900	0,665	3,161	12,900	0,640	3,156	12,900	0,646	3,156	6,450	0,252	1,637	12,900	0,661	3,158
			12,920	3,619	7,292	12,920	2,910	1,061	12,920	3,994	3,180	12,920	3,530	4,062	12,920	0,445	3,163	12,920	0,464	3,167	12,920	0,552	3,161	12,920	1,019	3,164	12,920	0,668	3,161	12,920	0,656	3,161	12,920	0,665	3,160	12,920	0,665	3,161	12,920	0,640	3,155	12,920	0,648	3,157	6,460	0,258	1,640	12,920	0,660	3,158
			12,940	3,625	7,284	12,940	2,916	1,096	12,940	4,000	3,119	12,940	3,537	4,056	12,940	0,445	3,163	12,940	0,465	3,166	12,940	0,560	3,163	12,940	1,014	3,163	12,940	0,667	3,161	12,940	0,657	3,161	12,940	0,665	3,161	12,940	0,665	3,161	12,940	0,640	3,155	12,940	0,649	3,157	6,470	0,252	1,642	12,940	0,660	3,158
			12,960	3,631	7,277	12,960	2,922	1,129	12,960	4,005	3,115	12,960	3,542	4,073	12,960	0,446	3,163	12,960	0,467	3,166	12,960	0,549	3,161	12,960	1,015	3,163	12,960	0,667	3,161	12,960	0,656	3,161	12,960	0,665	3,161	12,960	0,664	3,161	12,960	0,640	3,155	12,960	0,648	3,158	6,480	0,258	1,645	12,960	0,660	3,158
			12,980	3,637	7,271	12,980	2,928	1,161	12,980	4,011	3,087	12,980	3,548	4,091	12,980	0,445	3,163	12,980	0,464	3,166	12,980	0,553	3,161	12,980	1,016	3,164	12,980	0,667	3,161	12,980	0,656	3,161	12,980	0,665	3,161	12,980	0,664	3,161	12,980	0,640	3,155	12,980	0,648	3,158	6,490	0,255	1,647	12,980	0,660	3,158
			13,000	3,643	7,263	13,000	2,934	1,193	13,000	4,017	3,055	13,000	3,554	4,106	13,000	0,440	3,164	13,000	0,464	3,166	13,000	0,553	3,161	13,000	1,017	3,163	13,000	0,667	3,161	13,000	0,656	3,161	13,000	0,665	3,160	13,000	0,664	3,161	13,000	0,640	3,155	13,000	0,649	3,159	6,500	0,260	1,650	13,000	0,660	3,158
			13,020	3,649	7,255	13,020	2,939	1,223	13,020	4,023	3,022	13,020	3,559	4,120	13,020	0,443	3,164	13,020	0,464	3,166	13,020	0,553	3,161	13,020	1,017	3,163	13,020	0,667	3,161	13,020	0,656	3,161	13,020	0,665	3,160	13,020	0,664	3,161	13,020	0,640	3,155	13,020	0,649	3,159	6,510	0,257	1,652	13,020	0,657	3,158
			13,040	3,655	7,246	13,040	2,945	1,253	13,040	4,029	2,989	13,040	3,566	4,133	13,040	0,443	3,164	13,040	0,463	3,166	13,040	0,553	3,160	13,040	1,018	3,163	13,040	0,667	3,161	13,040	0,656	3,161	13,040	0,665	3,161	13,040	0,663	3,161	13,040	0,604	3,156	13,040	0,649	3,159	6,520	0,264	1,655	13,040	0,639	3,158
