Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9
41,550	-2,992	0,078	41,550	-0,340	0,418	41,550	1,895	0,920				41,550	-0,474	0,005	41,550	2,590	0,073	41,550	-7,009	0,055	41,550	6,541	-0,867	41,550	1,141	-0,768
41,600	-3,071	0,075	41,600	-0,344	0,414	41,600	1,802	0,916				41,600	-0,474	0,004	41,600	2,591	0,074	41,600	-7,010	0,054	41,600	6,539	-0,868	41,600	1,145	-0,772
41,650	-3,173	0,072	41,650	-0,351	0,410	41,650	1,751	0,915				41,650	-0,480	0,005	41,650	2,590	0,073	41,650	-7,010	0,054	41,650	6,507	-0,867	41,650	1,146	-0,774
41,700	-3,225	0,069	41,700	-0,358	0,404	41,700	1,713	0,913				41,700	-0,510	0,004	41,700	2,525	0,074	41,700	-7,011	0,054	41,700	6,430	-0,868	41,700	1,149	-0,777
41,750	-3,235	0,069	41,750	-0,365	0,400	41,750	1,699	0,912				41,750	-0,559	0,005	41,750	2,442	0,073	41,750	-7,010	0,055	41,750	6,323	-0,868	41,750	1,149	-0,780
41,800	-3,237	0,069	41,800	-0,372	0,394	41,800	1,695	0,912				41,800	-0,584	0,004	41,800	2,375	0,074	41,800	-7,011	0,055	41,800	6,240	-0,868	41,800	1,150	-0,783
41,850	-3,238	0,069	41,850	-0,379	0,389	41,850	1,695	0,912				41,850	-0,632	0,005	41,850	2,320	0,073	41,850	-7,010	0,055	41,850	6,201	-0,867	41,850	1,152	-0,785
41,900	-3,237	0,069	41,900	-0,386	0,384	41,900	1,697	0,912				41,900	-0,703	0,004	41,900	2,244	0,073	41,900	-7,011	0,055	41,900	6,154	-0,868	41,900	1,153	-0,789
41,950	-3,244	0,069	41,950	-0,393	0,379	41,950	1,697	0,912				41,950	-0,810	0,005	41,950	2,168	0,072	41,950	-7,010	0,055	41,950	6,141	-0,867	41,950	1,154	-0,790
42,000	-3,313	0,067	42,000	-0,399	0,374	42,000	1,697	0,912				42,000	-0,882	0,003	42,000	2,158	0,073	42,000	-7,011	0,055	42,000	6,140	-0,868	42,000	1,155	-0,794
42,050	-3,426	0,064	42,050	-0,406	0,370	42,050	1,697	0,912				42,050	-0,882	0,005	42,050	2,158	0,073	42,050	-7,010	0,055	42,050	6,140	-0,867	42,050	1,157	-0,796
42,100	-3,539	0,060	42,100	-0,413	0,366	42,100	1,696	0,911				42,100	-0,882	0,004	42,100	2,158	0,073	42,100	-7,011	0,055	42,100	6,140	-0,868	42,100	1,161	-0,799
42,150	-3,613	0,058	42,150	-0,419	0,362	42,150	1,691	0,912				42,150	-0,882	0,005	42,150	2,158	0,072	42,150	-7,011	0,055	42,150	6,143	-0,867	42,150	1,164	-0,801
42,200	-3,633	0,058	42,200	-0,424	0,358	42,200	1,675	0,911				42,200	-0,882	0,004	42,200	2,158	0,073	42,200	-7,012	0,054	42,200	6,139	-0,868	42,200	1,164	-0,805
42,250	-3,636	0,058	42,250	-0,429	0,355	42,250	1,626	0,910				42,250	-0,883	0,005	42,250	2,158	0,073	42,250	-7,011	0,055	42,250	6,038	-0,867	42,250	1,164	-0,807
42,300	-3,637	0,057	42,300	-0,434	0,352	42,300	1,577	0,907				42,300	-0,882	0,004	42,300	2,158	0,073	42,300	-7,012	0,055	42,300	5,944	-0,868	42,300	1,165	-0,811
42,350	-3,642	0,057	42,350	-0,438	0,350	42,350	1,509	0,905				42,350	-0,882	0,005	42,350	2,159	0,072	42,350	-7,011	0,055	42,350	5,865	-0,867	42,350	1,165	-0,813
42,400	-3,643	0,057	42,400	-0,443	0,347	42,400	1,437	0,901				42,400	-0,889	0,004	42,400	2,112	0,074	42,400	-7,012	0,055	42,400	5,797	-0,868	42,400	1,166	-0,817
42,450	-3,695	0,056	42,450	-0,450	0,344	42,450	1,376	0,899				42,450	-0,921	0,005	42,450	2,009	0,072	42,450	-7,011	0,055	42,450	5,741	-0,868	42,450	1,167	-0,819
42,500	-3,831	0,053	42,500	-0,455	0,341	42,500	1,324	0,896				42,500	-0,959	0,004	42,500	1,941	0,073	42,500	-7,012	0,055	42,500	5,696	-0,869	42,500	1,167	-0,823
42,550	-4,028	0,048	42,550	-0,460	0,338	42,550	1,283	0,894				42,550	-0,988	0,005	42,550	1,868	0,072	42,550	-7,011	0,056	42,550	5,688	-0,867	42,550	1,167	-0,824
42,600	-4,120	0,046	42,600	-0,466	0,336	42,600	1,266	0,892				42,600	-1,010	0,004	42,600	1,805	0,072	42,600	-7,012	0,055	42,600	5,688	-0,868	42,600	1,169	-0,828
42,650	-4,162	0,046	42,650	-0,473	0,333	42,650	1,261	0,893				42,650	-1,057	0,005	42,650	1,799	0,071	42,650	-7,011	0,055	42,650	5,688	-0,867	42,650	1,169	-0,830
42,700	-4,168	0,045	42,700	-0,481	0,329	42,700	1,259	0,892				42,700	-1,101	0,004	42,700	1,797	0,072	42,700	-7,012	0,055	42,700	5,688	-0,868	42,700	1,171	-0,833
42,750	-4,169	0,045	42,750	-0,491	0,325	42,750	1,259	0,892				42,750	-1,229	0,004	42,750	1,793	0,071	42,750	-7,012	0,055	42,750	5,688	-0,868	42,750	1,173	-0,835
42,800	-4,169	0,045	42,800	-0,503	0,320	42,800	1,260	0,892				42,800	-1,266	0,004	42,800	1,793	0,073	42,800	-7,012	0,055	42,800	5,688	-0,868	42,800	1,176	-0,838
42,850	-4,171	0,045	42,850	-0,516	0,315	42,850	1,249	0,892				42,850	-1,256	0,004	42,850	1,793	0,072	42,850	-7,012	0,055	42,850	5,618	-0,867	42,850	1,179	-0,839
42,900	-4,210	0,044	42,900	-0,527	0,310	42,900	1,218	0,890				42,900	-1,273	0,004	42,900	1,792	0,072	42,900	-7,012	0,055	42,900	5,487	-0,868	42,900	1,182	-0,842
42,950	-4,336	0,042	42,950	-0,543	0,304	42,950	1,189	0,890				42,950	-1,269	0,004	42,950	1,794	0,072	42,950	-7,012	0,056	42,950	5,389	-0,867	42,950	1,187	-0,843
43,000	-4,515	0,038	43,000	-0,559	0,298	43,000	1,144	0,887				43,000	-1,265	0,004	43,000	1,792	0,073	43,000	-7,012	0,056	43,000	5,312	-0,868	43,000	1,190	-0,846
43,050	-4,614	0,036	43,050	-0,576	0,293	43,050	1,046	0,882				43,050	-1,268	0,005	43,050	1,729	0,072	43,050	-7,012	0,056	43,050	5,242	-0,867	43,050	1,193	-0,846
43,100	-4,621	0,036	43,100	-0,592	0,287	43,100	0,956	0,877				43,100	-1,270	0,004	43,100	1,674	0,072	43,100	-7,012	0,055	43,100	5,199	-0,868	43,100	1,197	-0,848
43,150	-4,623	0,036	43,150	-0,604	0,283	43,150	0,920	0,874				43,150	-1,265	0,005	43,150	1,603	0,071	43,150	-7,012	0,056	43,150	5,190	-0,867	43,150	1,200	-0,849
43,200	-4,623	0,036	43,200	-0,614	0,279	43,200	0,904	0,872				43,200	-1,255	0,004	43,200	1,573	0,072	43,200	-7,013	0,055	43,200	5,190	-0,868	43,200	1,203	-0,851
43,250	-4,624	0,036	43,250	-0,624	0,276	43,250	0,898	0,872				43,250	-1,312	0,005	43,250	1,506	0,071	43,250	-7,012	0,056	43,250	5,190	-0,867	43,250	1,205	-0,851
43,300	-4,641	0,036	43,300	-0,631	0,274	43,300	0,895	0,872				43,300	-1,427	0,004	43,300	1,478	0,072	43,300	-7,013	0,055	43,300	5,190	-0,868	43,300	1,207	-0,852
43,350	-4,719	0,035	43,350	-0,637	0,272	43,350	0,894	0,872				43,350	-1,494	0,004	43,350	1,476	0,071	43,350	-7,012	0,056	43,350	5,190	-0,867	43,350	1,209	-0,853
43,400	-4,829	0,032	43,400	-0,644	0,270	43,400	0,895	0,871				43,400	-1,521	0,004	43,400	1,475	0,072	43,400	-7,013	0,056	43,400	5,183	-0,868	43,400	1,214	-0,854
43,450	-4,927	0,031	43,450	-0,650	0,268	43,450	0,895	0,872				43,450	-1,565	0,004	43,450	1,475	0,071	43,450	-7,012	0,056	43,450	5,139	-0,867	43,450	1,230	-0,854
43,500	-4,963	0,030	43,500	-0,655	0,267	43,500	0,895	0,871				43,500	-1,579	0,004	43,500	1,475	0,072	43,500	-7,013	0,056	43,500	5,091	-0,868	43,500	1,228	-0,855
43,550	-4,968	0,030	43,550	-0,659	0,266	43,550	0,870	0,871				43,550	-1,620	0,005	43,550	1,475	0,071	43,550	-7,012	0,056	43,550	5,034	-0,867	43,550	1,243	-0,855
43,600	-4,968	0,030	43,600	-0,664	0,265	43,600	0,843	0,869				43,600	-1,636	0,004	43,600	1,475	0,072	43,600	-7,013	0,056	43,600	4,971	-0,868	43,600	1,249	-0,857
43,650	-4,968	0,030	43,650	-0,669	0,263	43,650	0,816	0,868				43,650	-1,634	0,004	43,650	1,469	0,071	43,650	-7,012	0,056	43,650	4,923	-0,867	43,650	1,259	-0,856
43,700	-4,966	0,030	43,700	-0,679	0,261	43,700	0,781	0,865				43,700	-1,628	0,004	43,700	1,433	0,072	43,700	-7,013	0,056	43,700	4,869	-0,868	43,700	1,275	-0,858
43,750	-4,999	0,030	43,750	-0,690	0,259	43,750	0,759	0,864				43,750	-1,627	0,005	43,750	1,391	0,071	43,750	-7,012	0,056	43,750	4,853	-0,867	43,750	1,290	-0,858
43,800	-5,089	0,029	43,800	-0,701	0,256	43,800	0,750	0,862				43,800	-1,627	0,004	43,800	1,350	0,072				43,800	4,846	-0,868	43,800	1,293	-0,859
43,850	-5,222	0,027	43,850	-0,712	0,254	43,850	0,747	0,863				43,850	-1,625	0,004	43,850	1,274	0,071				43,850	4,846	-0,867	43,850	1,303	-0,859
43,900	-5,365	0,024	43,900	-0,726	0,251	43,900	0,744	0,862				43,900	-1,644	0,004	43,900	1,207	0,072				43,900	4,846	-0,868	43,900	1,310	-0,861
43,950	-5,462	0,023	43,950	-0,750	0,246	43,950	0,743	0,862				43,950	-1,655	0,005	43,950	1,194	0,071				43,950	4,846	-0,867	43,950	1,321	-0,861
44,000	-5,468	0,023	44,000	-0,780	0,240	44,000	0,743	0,861				44,000	-1,737	0,004	44,000	1,193	0,071				44,000	4,846	-0,868	44,000	1,352	-0,862
44,050	-5,469	0,023	44,050	-0,810	0,234	44,050	0,743	0,862				44,050	-1,826	0,005	44,050	1,193	0,071				44,050	4,847	-0,867	44,050	1,387	-0,862
44,100	-5,469	0,022	44,100	-0,835	0,229	44,100	0,742	0,862				44,100	-1,871	0,004	44,100	1,193	0,072				44,100	4,844	-0,868	44,100	1,399	-0,864
44,150	-5,469	0,022	44,150	-0,852	0,227	44,150	0,715	0,861				44,150	-1,918	0,004	44,150	1,193	0,071				44,150	4,762	-0,867	44,150	1,411	-0,863
44,200	-5,474	0,022	44,200	-0,864	0,224	44,200	0,650	0,856				44,200	-1,949	0,004	44,200	1,196	0,072				44,200	4,665	-0,868	44,200	1,433	-0,864
44,250	-5,517	0,022	44,250	-0,873	0,222	44,250	0,586	0,852				44,250	-1,963	0,005	44,250	1,206	0,071				44,250	4,613	-0,867	44,250	1,454	-0,863
44,300	-5,612	0,021	44,300	-0,887	0,220	44,300	0,552	0,848				44,300	-1,964	0,004	44,300	1,204	0,072				44,300	4,547	-0,868	44,300	1,483	-0,864
44,350	-5,656	0,020	44,350	-0,914	0,218	44,350	0,515	0,846				44,350	-1,964	0,005	44,350	1,122	0,071				44,350	4,505	-0,867	44,350	1,530	-0,864
44,400	-5,701	0,019	44,400	-1,024	0,202	44,400	0,482	0,842				44,400	-1,964	0,004	44,400	1,055	0,072				44,400	4,494	-0,868	44,400	1,576	-0,865
44,450	-5,739	0,019	44,450	-1,142	0,188	44,450	0,448	0,840				44,450	-1,964	0,004	44,450	0,987	0,070				44,450	4,494	-0,867	44,450	1,599	-0,864
44,500	-5,742	0,019	44,500	-1,238	0,177	44,500	0,421	0,837				44,500	-1,964	0,004	44,500	0,922	0,071				44,500	4,494	-0,868	44,500	1,619	-0,865
44,550	-5,742	0,019	44,550	-1,296	0,171	44,550	0,408	0,836				44,550	-1,976	0,005	44,550	0,882	0,070				44,550	4,494	-0,866	44,550	1,641	-0,864
44,600	-5,734	0,019	44,600	-1,327	0,168	44,600	0,401	0,834				44,600	-2,048	0,004	44,600	0,855	0,071				44,600	4,494	-0,867	44,600	1,661	-0,865
44,650	-5,739	0,019	44,650	-1,343	0,167	44,650	0,398	0,835				44,650	-2,063	0,004	44,650	0,852	0,070				44,650	4,494	-0,867	44,650	1,683	-0,864
44,700	-5,840	0,018	44,700	-1,355	0,165	44,700	0,392	0,834				44,700	-2,110	0,004	44,700	0,852	0,071				44,700	4,494	-0,867	44,700	1,700	-0,866
44,750	-5,934	0,016	44,750	-1,415	0,161	44,750	0,374	0,833				44,750	-2,196	0,004	44,750	0,852	0,070				44,750	4,494	-0,867	44,750	1,721	-0,865
44,800	-5,961	0,016	44,800	-1,614	0,145	44,800	0,359	0,831				44,800	-2,250	0,004	44,800	0,852	0,071				44,800	4,490	-0,868	44,800	1,744	-0,865
44,850	-6,039	0,015	44,850	-1,829	0,131	44,850	0,344	0,830				44,850	-2,320	0,005	44,850	0,852	0,070				44,850	4,403	-0,866	44,850	1,770	-0,865
44,900	-6,078	0,015	44,900	-1,934	0,123	44,900	0,332	0,828				44,900	-2,410	0,004	44,900	0,851	0,071				44,900	4,332	-0,868	44,900	1,789	-0,866
44,950	-6,124	0,014	44,950	-1,972	0,121	44,950	0,311	0,828				44,950	-2,481	0,004	44,950	0,812	0,070				44,950	4,292	-0,867	44,950	1,874	-0,865
45,000	-6,122	0,014	45,000	-1,986	0,120	45,000	0,288	0,824				45,000	-2,482	0,004	45,000	0,770	0,071				45,000	4,283	-0,868	45,000	1,948	-0,866
45,050	-6,123	0,014	45,050	-2,043	0,118	45,050	0,263	0,822				45,050	-2,482	0,004	45,050	0,711	0,070				45,050	4,283	-0,867	45,050	2,031	-0,866
45,100	-6,123	0,014	45,100	-2,239	0,107	45,100	0,238	0,819				45,100	-2,482	0,004	45,100	0,660	0,070				45,100	4,283	-0,867	45,100	2,068	-0,866
45,150	-6,128	0,014	45,150	-2,485	0,095	45,150	0,215	0,817				45,150	-2,482	0,004	45,150	0,620	0,069				45,150	4,283	-0,867	45,150	2,120	-0,866
45,200	-6,197	0,013	45,200	-2,616	0,089	45,200	0,188	0,813				45,200	-2,482	0,004	45,200	0,600	0,070				45,200	4,283	-0,867	45,200	2,144	-0,866
45,250	-6,340	0,012	45,250	-2,649	0,088	45,250	0,171	0,811				45,250	-2,480	0,004	45,250	0,583	0,069				45,250	4,283	-0,867	45,250	2,146	-0,866
45,300	-6,456	0,011	45,300	-2,664	0,087	45,300	0,160	0,809				45,300	-2,481	0,004	45,300	0,541	0,070				45,300	4,276	-0,868	45,300	2,173	-0,867
45,350	-6,552	0,010	45,350	-2,867	0,080	45,350	0,154	0,808				45,350	-2,526	0,005	45,350	0,541	0,069				45,350	4,231	-0,867	45,350	2,191	-0,866
45,400	-6,568	0,009	45,400	-3,293	0,065	45,400	0,149	0,807				45,400	-2,568	0,004	45,400	0,541	0,070				45,400	4,160	-0,868	45,400	2,199	-0,866
45,450	-6,569	0,009	45,450	-3,436	0,061	45,450	0,147	0,807				45,450	-2,633	0,005	45,450	0,541	0,069				45,450	4,076	-0,866	45,450	2,201	-0,866
45,500	-6,569	0,009	45,500	-3,453	0,060	45,500	0,145	0,806				45,500	-2,677	0,004	45,500	0,540	0,070				45,500	3,984	-0,867	45,500	2,201	-0,867
45,550	-6,570	0,009	45,550	-3,471	0,060	45,550	0,144	0,806				45,550	-2,770	0,004	45,550	0,540	0,069				45,550	3,915	-0,866	45,550	2,201	-0,866
45,600	-6,583	0,009	45,600	-3,679	0,054	45,600	0,134	0,805				45,600	-2,849	0,003	45,600	0,535	0,070				45,600	3,888	-0,868	45,600	2,201	-0,866
45,650	-6,637	0,008	45,650	-4,077	0,045	45,650	0,123	0,804				45,650	-2,849	0,004	45,650	0,494	0,069				45,650	3,889	-0,866	45,650	2,201	-0,866
45,700	-6,713	0,008	45,700	-4,246	0,040	45,700	0,107	0,802				45,700	-2,849	0,004	45,700	0,429	0,070				45,700	3,889	-0,867	45,700	2,207	-0,866
45,750	-6,803	0,007	45,750	-4,229	0,041	45,750	0,087	0,800				45,750	-2,849	0,005	45,750	0,382	0,069				45,750	3,888	-0,867	45,750	2,232	-0,866
45,800	-6,855	0,006	45,800	-4,229	0,040	45,800	0,069	0,796				45,800	-2,849	0,004	45,800	0,377	0,070				45,800	3,889	-0,867	45,800	2,251	-0,866
45,850	-6,878	0,006	45,850	-4,342	0,039	45,850	0,053	0,794				45,850	-2,849	0,004	45,850	0,361	0,069				45,850	3,889	-0,866	45,850	2,274	-0,866
45,900	-6,879	0,006	45,900	-4,672	0,032	45,900	0,042	0,792				45,900	-2,849	0,004	45,900	0,353	0,070				45,900	3,869	-0,867	45,900	2,371	-0,866
45,950	-6,879	0,006	45,950	-4,841	0,030	45,950	0,034	0,791				45,950	-2,849	0,005	45,950	0,331	0,069				45,950	3,777	-0,866	45,950	2,496	-0,866
46,000	-6,879	0,006	46,000	-4,858	0,029	46,000	0,026	0,789				46,000	-2,870	0,004	46,000	0,325	0,070				46,000	3,720	-0,867	46,000	2,564	-0,867
46,050	-6,879	0,006	46,050	-4,860	0,029	46,050	0,020	0,788				46,050	-2,947	0,004	46,050	0,326	0,069				46,050	3,673	-0,866	46,050	2,597	-0,866
46,100	-6,877	0,006	46,100	-4,937	0,027	46,100	0,016	0,787				46,100	-2,993	0,004	46,100	0,326	0,070				46,100	3,634	-0,867	46,100	2,599	-0,867
46,150	-6,904	0,006	46,150	-5,265	0,023	46,150	0,012	0,787				46,150	-3,031	0,005	46,150	0,326	0,069				46,150	3,585	-0,866	46,150	2,606	-0,866
46,200	-6,936	0,006	46,200	-5,458	0,020	46,200	0,009	0,785				46,200	-3,035	0,004	46,200	0,326	0,070				46,200	3,574	-0,867	46,200	2,607	-0,867
46,250	-6,953	0,005	46,250	-5,477	0,020	46,250	0,007	0,786				46,250	-3,040	0,004	46,250	0,325	0,069				46,250	3,574	-0,866	46,250	2,607	-0,866
46,300	-6,960	0,005	46,300	-5,478	0,019	46,300	0,005	0,784				46,300	-3,041	0,003	46,300	0,306	0,070				46,300	3,574	-0,867	46,300	2,607	-0,867
46,350	-6,964	0,005	46,350	-5,505	0,020	46,350	0,005	0,785				46,350	-3,041	0,004	46,350	0,233	0,069				46,350	3,574	-0,866	46,350	2,608	-0,866
46,400	-6,965	0,005	46,400	-5,684	0,017	46,400	0,003	0,784				46,400	-3,041	0,004	46,400	0,195	0,070				46,400	3,577	-0,867	46,400	2,649	-0,867
46,450	-6,966	0,005	46,450	-5,995	0,013	46,450	0,002	0,784				46,450	-3,041	0,004	46,450	0,116	0,068				46,450	3,582	-0,866	46,450	2,714	-0,866
46,500	-6,966	0,005	46,500	-6,124	0,011	46,500	0,002	0,783				46,500	-3,041	0,004	46,500	0,025	0,069				46,500	3,554	-0,867	46,500	2,734	-0,867
46,550	-6,967	0,005	46,550	-6,127	0,012	46,550	0,002	0,784				46,550	-3,041	0,004	46,550	0,016	0,068				46,550	3,404	-0,866	46,550	2,769	-0,866
46,600	-6,967	0,005	46,600	-6,127	0,011	46,600	9,674E-4	0,783				46,600	-3,046	0,004	46,600	0,014	0,069				46,600	3,328	-0,867	46,600	2,837	-0,867
46,650	-6,968	0,005	46,650	-6,185	0,011	46,650	7,294E-4	0,783				46,650	-3,095	0,005	46,650	0,012	0,068				46,650	3,270	-0,866	46,650	2,934	-0,866
46,700	-6,967	0,006	46,700	-6,441	0,008	46,700	5,157E-4	0,783				46,700	-3,127	0,004	46,700	9,686E-4	0,069				46,700	3,221	-0,867	46,700	3,024	-0,867
46,750	-6,968	0,005	46,750	-6,616	0,006	46,750	4,620E-4	0,783				46,750	-3,159	0,004	46,750	-7,880E-4	0,069				46,750	3,172	-0,866	46,750	3,040	-0,867
46,800	-6,968	0,005	46,800	-6,703	0,005	46,800	1,385E-4	0,782				46,800	-3,238	0,004	46,800	-7,465E-4	0,069				46,800	3,131	-0,867	46,800	3,040	-0,867
46,850	-6,968	0,005	46,850	-6,708	0,005	46,850	3,876E-4	0,783				46,850	-3,376	0,004	46,850	-9,222E-4	0,068				46,850	3,126	-0,866	46,850	3,039	-0,867
46,900	-6,968	0,005	46,900	-6,707	0,004	46,900	2,423E-4	0,783				46,900	-3,428	0,004	46,900	-7,611E-4	0,070				46,900	3,126	-0,867	46,900	3,040	-0,867
46,950	-6,969	0,005	46,950	-6,711	0,005	46,950	-1,007E-4	0,783				46,950	-3,432	0,004	46,950	-9,650E-4	0,069				46,950	3,126	-0,866	46,950	3,045	-0,867
47,000	-6,968	0,005	47,000	-6,775	0,004	47,000	1,019E-4	0,783				47,000	-3,434	0,004	47,000	-8,893E-4	0,069				47,000	3,126	-0,867	47,000	3,105	-0,867
47,050	-6,969	0,005	47,050	-6,839	0,004	47,050	-1,776E-4	0,783				47,050	-3,434	0,004	47,050	-8,685E-4	0,069				47,050	3,126	-0,866	47,050	3,151	-0,866
47,100	-6,969	0,005	47,100	-6,870	0,003	47,100	-6,897E-5	0,782				47,100	-3,434	0,004	47,100	-7,635E-4	0,070				47,100	3,067	-0,866	47,100	3,179	-0,867
47,150	-6,969	0,005	47,150	-6,882	0,003	47,150	-2,301E-4	0,783				47,150	-3,434	0,004	47,150	-0,001	0,069				47,150	2,904	-0,866	47,150	3,251	-0,867
47,200	-6,969	0,005	47,200	-6,888	0,002	47,200	-3,680E-4	0,782				47,200	-3,434	0,004	47,200	-0,001	0,070				47,200	2,773	-0,867	47,200	3,297	-0,868
47,250	-6,970	0,005	47,250	-6,891	0,003	47,250	-4,840E-4	0,783				47,250	-3,438	0,004	47,250	-6,549E-4	0,069				47,250	2,677	-0,866	47,250	3,335	-0,867
47,300	-6,969	0,005	47,300	-6,893	0,003	47,300	-5,463E-4	0,782				47,300	-3,446	0,004	47,300	-8,881E-4	0,070				47,300	2,637	-0,867	47,300	3,401	-0,868
47,350	-6,970	0,005	47,350	-6,893	0,003	47,350	-5,493E-6	0,783				47,350	-3,458	0,005	47,350	-0,001	0,069				47,350	2,605	-0,866	47,350	3,445	-0,867
47,400	-6,969	0,005	47,400	-6,894	0,003	47,400	1,837E-4	0,782				47,400	-3,470	0,004	47,400	-7,672E-4	0,070				47,400	2,579	-0,867	47,400	3,475	-0,868
47,450	-6,970	0,005	47,450	-6,894	0,003	47,450	3,845E-5	0,783				47,450	-3,498	0,005	47,450	-8,612E-4	0,069				47,450	2,579	-0,866	47,450	3,467	-0,867
47,500	-6,969	0,005	47,500	-6,895	0,003	47,500	-4,181E-4	0,782				47,500	-3,595	0,004	47,500	-9,686E-4	0,070				47,500	2,579	-0,867	47,500	3,466	-0,868
47,550	-6,970	0,005	47,550	-6,895	0,003	47,550	-2,472E-4	0,783				47,550	-3,637	0,004	47,550	-8,868E-4	0,069				47,550	2,579	-0,866	47,550	3,467	-0,867
47,600	-6,970	0,006	47,600	-6,896	0,003	47,600	6,488E-4	0,782				47,600	-3,715	0,003	47,600	-7,684E-4	0,070				47,600	2,579	-0,867	47,600	3,467	-0,868
47,650	-6,971	0,005	47,650	-6,896	0,003	47,650	0,001	0,783				47,650	-3,749	0,005	47,650	-8,978E-4	0,069				47,650	2,579	-0,866	47,650	3,500	-0,867
47,700	-6,970	0,005	47,700	-6,896	0,003	47,700	0,003	0,782				47,700	-3,785	0,004	47,700	-7,745E-4	0,070				47,700	2,579	-0,866	47,700	3,588	-0,868
47,750	-6,971	0,005	47,750	-6,896	0,003	47,750	0,004	0,783				47,750	-3,789	0,004	47,750	-6,476E-4	0,069				47,750	2,572	-0,866	47,750	3,645	-0,867
47,800	-6,970	0,005	47,800	-6,897	0,003	47,800	0,004	0,782				47,800	-3,788	0,004	47,800	-0,001	0,070				47,800	2,479	-0,866	47,800	3,661	-0,868
47,850	-6,971	0,005	47,850	-6,897	0,003	47,850	0,003	0,783				47,850	-3,789	0,004	47,850	-7,758E-4	0,069				47,850	2,355	-0,866	47,850	3,674	-0,867
47,900	-6,970	0,005	47,900	-6,897	0,003	47,900	0,003	0,782				47,900	-3,789	0,004	47,900	-8,368E-4	0,070				47,900	2,244	-0,866	47,900	3,725	-0,868
47,950	-6,971	0,005	47,950	-6,897	0,003	47,950	0,003	0,783				47,950	-3,789	0,004	47,950	-8,905E-4	0,069				47,950	2,143	-0,866	47,950	3,768	-0,867
48,000	-6,970	0,006	48,000	-6,897	0,003	48,000	0,004	0,782				48,000	-3,820	0,004	48,000	-8,673E-4	0,070				48,000	2,125	-0,866	48,000	3,793	-0,868
48,050	-6,971	0,005	48,050	-6,898	0,003	48,050	0,003	0,783				48,050	-3,897	0,005	48,050	7,477E-4	0,069				48,050	2,126	-0,865	48,050	3,795	-0,867
48,100	-6,971	0,005	48,100	-6,898	0,003	48,100	0,003	0,782				48,100	-3,941	0,004	48,100	0,004	0,071				48,100	2,125	-0,866	48,100	3,795	-0,868
48,150	-6,971	0,005	48,150	-6,898	0,003	48,150	0,003	0,782				48,150	-3,963	0,004	48,150	0,004	0,069				48,150	2,125	-0,866	48,150	3,795	-0,867
48,200	-6,971	0,005	48,200	-6,898	0,003	48,200	0,004	0,782				48,200	-3,982	0,004	48,200	0,004	0,070				48,200	2,125	-0,866	48,200	3,795	-0,868
48,250	-6,971	0,005	48,250	-6,898	0,003	48,250	0,003	0,783				48,250	-4,031	0,005	48,250	0,004	0,070				48,250	2,125	-0,866	48,250	3,794	-0,867
48,300	-6,971	0,006	48,300	-6,899	0,003	48,300	0,004	0,782				48,300	-4,052	0,004	48,300	0,004	0,071				48,300	2,122	-0,866	48,300	3,795	-0,868
48,350	-6,972	0,005	48,350	-6,899	0,003	48,350	0,004	0,783				48,350	-4,070	0,004	48,350	0,004	0,070				48,350	2,066	-0,865	48,350	3,844	-0,867
48,400	-6,972	0,005	48,400	-6,899	0,003	48,400	0,002	0,782				48,400	-4,127	0,004	48,400	0,002	0,071				48,400	1,958	-0,866	48,400	3,864	-0,868
48,450	-6,972	0,005	48,450	-6,899	0,004	48,450	-0,005	0,783				48,450	-4,140	0,004	48,450	-0,013	0,070				48,450	1,835	-0,865	48,450	3,879	-0,867
48,500	-6,972	0,005	48,500	-6,899	0,003	48,500	-0,009	0,782				48,500	-4,140	0,004	48,500	-0,018	0,070				48,500	1,759	-0,866	48,500	3,952	-0,868
48,550	-6,972	0,005	48,550	-6,899	0,003	48,550	-0,016	0,782				48,550	-4,140	0,004	48,550	-0,023	0,070				48,550	1,717	-0,865	48,550	4,015	-0,867
48,600	-6,972	0,006	48,600	-6,900	0,003	48,600	-0,022	0,780				48,600	-4,140	0,004	48,600	-0,023	0,071				48,600	1,713	-0,866	48,600	4,054	-0,868
48,650	-6,972	0,005	48,650	-6,899	0,004	48,650	-0,026	0,780				48,650	-4,139	0,004	48,650	-0,045	0,070				48,650	1,715	-0,865	48,650	4,070	-0,867
