Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13
14,100	3,748	1,425	14,100	3,961	1,151	14,100	3,973	1,346	14,100	4,061	1,002	14,100	4,047	3,936	14,100	4,045	3,053	14,100	4,034	3,258	14,100	4,078	2,004	14,100	4,032	2,212	14,100	3,979	2,179	14,100	3,978	1,395	14,100	3,999	3,142	14,100	4,022	2,991
14,120	3,754	1,423	14,120	3,967	1,145	14,120	3,979	1,339	14,120	4,067	0,992	14,120	4,053	3,887	14,120	4,051	3,017	14,120	4,040	3,222	14,120	4,083	1,979	14,120	4,037	2,191	14,120	3,985	2,162	14,120	3,984	1,386	14,120	4,004	3,103	14,120	4,028	2,960
14,140	3,759	1,420	14,140	3,972	1,139	14,140	3,985	1,332	14,140	4,073	0,984	14,140	4,058	3,836	14,140	4,056	2,980	14,140	4,046	3,186	14,140	4,089	1,954	14,140	4,043	2,167	14,140	3,991	2,146	14,140	3,989	1,377	14,140	4,010	3,083	14,140	4,034	2,929
14,160	3,765	1,418	14,160	3,978	1,133	14,160	3,990	1,325	14,160	4,078	0,972	14,160	4,063	3,786	14,160	4,061	2,943	14,160	4,051	3,149	14,160	4,095	1,928	14,160	4,049	2,144	14,160	3,997	2,128	14,160	3,995	1,368	14,160	4,016	3,055	14,160	4,040	2,897
14,180	3,771	1,415	14,180	3,984	1,127	14,180	3,996	1,318	14,180	4,084	0,963	14,180	4,069	3,736	14,180	4,067	2,905	14,180	4,057	3,112	14,180	4,101	1,902	14,180	4,055	2,121	14,180	4,003	2,111	14,180	4,001	1,359	14,180	4,021	3,025	14,180	4,046	2,865
14,200	3,776	1,412	14,200	3,990	1,120	14,200	4,002	1,310	14,200	4,090	0,953	14,200	4,075	3,684	14,200	4,073	2,867	14,200	4,062	3,073	14,200	4,106	1,875	14,200	4,060	2,097	14,200	4,008	2,093	14,200	4,007	1,349	14,200	4,028	2,994	14,200	4,051	2,832
14,220	3,782	1,410	14,220	3,996	1,113	14,220	4,008	1,303	14,220	4,095	0,942	14,220	4,081	3,632	14,220	4,078	2,827	14,220	4,068	3,034	14,220	4,112	1,849	14,220	4,066	2,073	14,220	4,014	2,074	14,220	4,012	1,339	14,220	4,033	2,962	14,220	4,057	2,800
14,240	3,788	1,406	14,240	4,001	1,106	14,240	4,014	1,295	14,240	4,101	0,932	14,240	4,086	3,579	14,240	4,084	2,788	14,240	4,074	2,995	14,240	4,118	1,822	14,240	4,071	2,049	14,240	4,020	2,056	14,240	4,018	1,329	14,240	4,039	2,931	14,240	4,063	2,766
14,260	3,794	1,403	14,260	4,007	1,099	14,260	4,019	1,287	14,260	4,107	0,921	14,260	4,092	3,526	14,260	4,090	2,748	14,260	4,079	2,955	14,260	4,124	1,795	14,260	4,076	2,061	14,260	4,026	2,037	14,260	4,024	1,318	14,260	4,045	2,898	14,260	4,069	2,731
14,280	3,800	1,400	14,280	4,013	1,092	14,280	4,025	1,279	14,280	4,113	0,910	14,280	4,098	3,471	14,280	4,096	2,707	14,280	4,085	2,915	14,280	4,130	1,767	14,280	4,082	2,002	14,280	4,032	2,018	14,280	4,030	1,308	14,280	4,051	2,865	14,280	4,074	2,696
14,300	3,805	1,397	14,300	4,019	1,085	14,300	4,031	1,270	14,300	4,119	0,899	14,300	4,104	3,417	14,300	4,102	2,666	14,300	4,091	2,874	14,300	4,136	1,738	14,300	4,089	1,973	14,300	4,037	1,997	14,300	4,036	1,297	14,300	4,056	2,831	14,300	4,080	2,660
14,320	3,811	1,393	14,320	4,025	1,077	14,320	4,037	1,262	14,320	4,125	0,888	14,320	4,110	3,361	14,320	4,107	2,624	14,320	4,097	2,833	14,320	4,141	1,710	14,320	4,094	1,947	14,320	4,043	1,977	14,320	4,041	1,286	14,320	4,062	2,796	14,320	4,085	2,624
14,340	3,817	1,390	14,340	4,030	1,068	14,340	4,042	1,252	14,340	4,130	0,876	14,340	4,116	3,306	14,340	4,113	2,593	14,340	4,103	2,734	14,340	4,147	1,682	14,340	4,100	1,921	14,340	4,049	1,956	14,340	4,047	1,274	14,340	4,068	2,762	14,340	4,091	2,587
14,360	3,823	1,388	14,360	4,036	1,061	14,360	4,048	1,243	14,360	4,136	0,865	14,360	4,122	3,249	14,360	4,119	2,545	14,360	4,108	2,742	14,360	4,153	1,654	14,360	4,106	1,894	14,360	4,055	1,935	14,360	4,053	1,263	14,360	4,073	2,727	14,360	4,097	2,550
14,380	3,829	1,384	14,380	4,043	1,053	14,380	4,054	1,234	14,380	4,142	0,853	14,380	4,127	3,193	14,380	4,125	2,498	14,380	4,114	2,705	14,380	4,159	1,625	14,380	4,112	1,867	14,380	4,060	1,914	14,380	4,058	1,250	14,380	4,079	2,691	14,380	4,103	2,512
14,400	3,835	1,380	14,400	4,048	1,044	14,400	4,059	1,224	14,400	4,148	0,842	14,400	4,133	3,118	14,400	4,131	2,455	14,400	4,120	2,662	14,400	4,164	1,596	14,400	4,118	1,840	14,400	4,066	1,892	14,400	4,064	1,238	14,400	4,085	2,655	14,400	4,109	2,475
14,420	3,840	1,376	14,420	4,054	1,035	14,420	4,065	1,214	14,420	4,153	0,829	14,420	4,139	3,071	14,420	4,136	2,411	14,420	4,126	2,619	14,420	4,170	1,567	14,420	4,123	1,812	14,420	4,071	1,869	14,420	4,069	1,225	14,420	4,091	2,618	14,420	4,114	2,436
14,440	3,846	1,372	14,440	4,059	1,026	14,440	4,071	1,204	14,440	4,160	0,818	14,440	4,145	3,020	14,440	4,143	2,367	14,440	4,131	2,575	14,440	4,176	1,538	14,440	4,129	1,785	14,440	4,077	1,846	14,440	4,075	1,212	14,440	4,096	2,580	14,440	4,120	2,398
14,460	3,852	1,369	14,460	4,065	1,016	14,460	4,076	1,194	14,460	4,165	0,806	14,460	4,150	2,963	14,460	4,148	2,323	14,460	4,138	2,532	14,460	4,182	1,509	14,460	4,134	1,756	14,460	4,083	1,823	14,460	4,081	1,200	14,460	4,102	2,542	14,460	4,126	2,359
14,480	3,858	1,365	14,480	4,071	1,007	14,480	4,082	1,183	14,480	4,170	0,793	14,480	4,156	2,905	14,480	4,154	2,279	14,480	4,143	2,487	14,480	4,187	1,480	14,480	4,141	1,729	14,480	4,088	1,799	14,480	4,087	1,186	14,480	4,108	2,485	14,480	4,132	2,320
14,500	3,863	1,361	14,500	4,077	0,998	14,500	4,088	1,173	14,500	4,176	0,781	14,500	4,162	2,847	14,500	4,160	2,235	14,500	4,149	2,443	14,500	4,194	1,451	14,500	4,146	1,700	14,500	4,094	1,775	14,500	4,093	1,173	14,500	4,114	2,461	14,500	4,138	2,280
14,520	3,869	1,356	14,520	4,082	0,988	14,520	4,094	1,163	14,520	4,182	0,769	14,520	4,168	2,789	14,520	4,166	2,191	14,520	4,155	2,398	14,520	4,199	1,421	14,520	4,152	1,672	14,520	4,100	1,752	14,520	4,099	1,159	14,520	4,119	2,426	14,520	4,144	2,240
14,540	3,875	1,352	14,540	4,088	0,977	14,540	4,100	1,152	14,540	4,188	0,756	14,540	4,174	2,730	14,540	4,172	2,146	14,540	4,161	2,354	14,540	4,205	1,392	14,540	4,158	1,643	14,540	4,106	1,727	14,540	4,104	1,146	14,540	4,125	2,388	14,540	4,149	2,200
14,560	3,881	1,347	14,560	4,094	0,967	14,560	4,105	1,141	14,560	4,194	0,744	14,560	4,179	2,672	14,560	4,177	2,101	14,560	4,166	2,309	14,560	4,211	1,362	14,560	4,164	1,614	14,560	4,111	1,702	14,560	4,110	1,131	14,560	4,131	2,349	14,560	4,155	2,160
14,580	3,886	1,342	14,580	4,099	0,957	14,580	4,111	1,130	14,580	4,200	0,731	14,580	4,185	2,614	14,580	4,183	2,056	14,580	4,172	2,264	14,580	4,217	1,332	14,580	4,169	1,585	14,580	4,118	1,678	14,580	4,116	1,118	14,580	4,137	2,310	14,580	4,161	2,120
14,600	3,892	1,338	14,600	4,106	0,946	14,600	4,117	1,119	14,600	4,206	0,718	14,600	4,191	2,556	14,600	4,188	2,011	14,600	4,178	2,218	14,600	4,222	1,302	14,600	4,175	1,557	14,600	4,123	1,653	14,600	4,122	1,103	14,600	4,143	2,269	14,600	4,167	2,079
14,620	3,898	1,333	14,620	4,111	0,935	14,620	4,122	1,107	14,620	4,211	0,705	14,620	4,197	2,497	14,620	4,195	1,967	14,620	4,183	2,173	14,620	4,228	1,272	14,620	4,181	1,528	14,620	4,129	1,627	14,620	4,128	1,088	14,620	4,148	2,229	14,620	4,172	2,039
14,640	3,904	1,329	14,640	4,117	0,925	14,640	4,129	1,096	14,640	4,217	0,692	14,640	4,202	2,438	14,640	4,200	1,921	14,640	4,190	2,128	14,640	4,234	1,242	14,640	4,187	1,498	14,640	4,135	1,601	14,640	4,133	1,073	14,640	4,154	2,189	14,640	4,178	1,998
14,660	3,910	1,323	14,660	4,123	0,914	14,660	4,134	1,085	14,660	4,223	0,679	14,660	4,208	2,378	14,660	4,206	1,876	14,660	4,195	2,082	14,660	4,240	1,212	14,660	4,193	1,469	14,660	4,141	1,575	14,660	4,138	1,058	14,660	4,160	2,149	14,660	4,184	1,957
14,680	3,915	1,318	14,680	4,129	0,902	14,680	4,140	1,073	14,680	4,229	0,666	14,680	4,214	2,318	14,680	4,212	1,831	14,680	4,202	2,037	14,680	4,246	1,182	14,680	4,199	1,439	14,680	4,146	1,549	14,680	4,145	1,043	14,680	4,166	2,108	14,680	4,190	1,916
14,700	3,922	1,313	14,700	4,134	0,891	14,700	4,146	1,062	14,700	4,234	0,652	14,700	4,219	2,257	14,700	4,217	1,794	14,700	4,207	2,036	14,700	4,251	1,152	14,700	4,204	1,410	14,700	4,152	1,523	14,700	4,151	1,028	14,700	4,172	2,067	14,700	4,195	1,875
14,720	3,927	1,308	14,720	4,140	0,879	14,720	4,152	1,051	14,720	4,240	0,639	14,720	4,225	2,198	14,720	4,224	1,743	14,720	4,213	1,953	14,720	4,257	1,121	14,720	4,211	1,381	14,720	4,158	1,496	14,720	4,156	1,013	14,720	4,178	2,027	14,720	4,201	1,834
14,740	3,933	1,302	14,740	4,146	0,868	14,740	4,158	1,040	14,740	4,246	0,626	14,740	4,231	2,139	14,740	4,229	1,694	14,740	4,218	1,901	14,740	4,263	1,091	14,740	4,216	1,351	14,740	4,164	1,470	14,740	4,162	0,997	14,740	4,183	1,986	14,740	4,207	1,792
14,760	3,939	1,296	14,760	4,152	0,856	14,760	4,163	1,030	14,760	4,252	0,612	14,760	4,237	2,098	14,760	4,235	1,647	14,760	4,225	1,854	14,760	4,269	1,060	14,760	4,222	1,321	14,760	4,170	1,443	14,760	4,168	0,982	14,760	4,189	1,945	14,760	4,213	1,752
14,780	3,944	1,290	14,780	4,157	0,844	14,780	4,169	1,020	14,780	4,258	0,599	14,780	4,243	2,026	14,780	4,241	1,601	14,780	4,230	1,809	14,780	4,274	1,030	14,780	4,227	1,290	14,780	4,175	1,416	14,780	4,173	0,966	14,780	4,194	1,903	14,780	4,219	1,709
14,800	3,950	1,284	14,800	4,163	0,833	14,800	4,175	1,011	14,800	4,263	0,585	14,800	4,248	1,960	14,800	4,247	1,555	14,800	4,236	1,762	14,800	4,280	1,000	14,800	4,233	1,261	14,800	4,181	1,390	14,800	4,179	0,950	14,800	4,200	1,862	14,800	4,225	1,668
14,820	3,956	1,278	14,820	4,169	0,821	14,820	4,181	1,004	14,820	4,270	0,573	14,820	4,255	1,900	14,820	4,253	1,509	14,820	4,242	1,716	14,820	4,286	0,970	14,820	4,239	1,230	14,820	4,187	1,363	14,820	4,185	0,935	14,820	4,206	1,821	14,820	4,230	1,625
14,840	3,962	1,272	14,840	4,175	0,808	14,840	4,186	0,997	14,840	4,275	0,558	14,840	4,260	1,840	14,840	4,258	1,463	14,840	4,248	1,671	14,840	4,292	0,939	14,840	4,245	1,200	14,840	4,193	1,335	14,840	4,191	0,919	14,840	4,212	1,820	14,840	4,236	1,583
14,860	3,968	1,266	14,860	4,181	0,797	14,860	4,192	0,994	14,860	4,281	0,544	14,860	4,266	1,781	14,860	4,264	1,417	14,860	4,253	1,624	14,860	4,298	0,909	14,860	4,251	1,170	14,860	4,199	1,308	14,860	4,197	0,903	14,860	4,218	1,751	14,860	4,242	1,542
14,880	3,973	1,259	14,880	4,187	0,784	14,880	4,198	0,993	14,880	4,286	0,531	14,880	4,272	1,721	14,880	4,270	1,372	14,880	4,259	1,578	14,880	4,304	0,879	14,880	4,256	1,140	14,880	4,204	1,280	14,880	4,202	0,886	14,880	4,224	1,698	14,880	4,247	1,500
14,900	3,979	1,253	14,900	4,192	0,771	14,900	4,204	0,995	14,900	4,292	0,517	14,900	4,277	1,661	14,900	4,276	1,325	14,900	4,265	1,532	14,900	4,309	0,848	14,900	4,262	1,110	14,900	4,210	1,253	14,900	4,208	0,870	14,900	4,230	1,655	14,900	4,253	1,458
14,920	3,985	1,246	14,920	4,198	0,759	14,920	4,209	0,999	14,920	4,298	0,503	14,920	4,283	1,602	14,920	4,282	1,279	14,920	4,270	1,486	14,920	4,315	0,818	14,920	4,268	1,079	14,920	4,216	1,225	14,920	4,214	0,854	14,920	4,235	1,613	14,920	4,259	1,416
14,940	3,991	1,239	14,940	4,204	0,747	14,940	4,215	1,005	14,940	4,304	0,490	14,940	4,289	1,543	14,940	4,287	1,233	14,940	4,277	1,440	14,940	4,321	0,788	14,940	4,274	1,049	14,940	4,222	1,197	14,940	4,219	0,837	14,940	4,241	1,571	14,940	4,265	1,375
14,960	3,997	1,232	14,960	4,210	0,734	14,960	4,221	1,015	14,960	4,310	0,476	14,960	4,295	1,483	14,960	4,293	1,188	14,960	4,282	1,394	14,960	4,327	0,759	14,960	4,280	1,019	14,960	4,228	1,170	14,960	4,226	0,821	14,960	4,247	1,529	14,960	4,271	1,333
14,980	4,003	1,224	14,980	4,216	0,721	14,980	4,227	1,025	14,980	4,316	0,462	14,980	4,301	1,424	14,980	4,299	1,141	14,980	4,288	1,348	14,980	4,332	0,729	14,980	4,286	0,968	14,980	4,233	1,142	14,980	4,232	0,805	14,980	4,253	1,487	14,980	4,277	1,291
15,000	4,008	1,217	15,000	4,221	0,708	15,000	4,232	1,037	15,000	4,321	0,448	15,000	4,306	1,365	15,000	4,305	1,095	15,000	4,294	1,303	15,000	4,338	0,701	15,000	4,291	0,953	15,000	4,239	1,114	15,000	4,237	0,788	15,000	4,258	1,445	15,000	4,282	1,249
15,020	4,014	1,209	15,020	4,227	0,696	15,020	4,238	1,050	15,020	4,327	0,434	15,020	4,312	1,306	15,020	4,311	1,050	15,020	4,300	1,257	15,020	4,344	0,673	15,020	4,297	0,927	15,020	4,245	1,086	15,020	4,243	0,771	15,020	4,265	1,404	15,020	4,288	1,207
15,040	4,020	1,202	15,040	4,233	0,683	15,040	4,244	1,062	15,040	4,333	0,420	15,040	4,318	1,248	15,040	4,316	1,004	15,040	4,306	1,210	15,040	4,350	0,646	15,040	4,303	0,897	15,040	4,250	1,058	15,040	4,249	0,755	15,040	4,270	1,361	15,040	4,294	1,165
15,060	4,025	1,193	15,060	4,239	0,670	15,060	4,250	1,073	15,060	4,339	0,406	15,060	4,324	1,189	15,060	4,322	1,030	15,060	4,312	1,189	15,060	4,356	0,621	15,060	4,308	0,867	15,060	4,257	1,030	15,060	4,255	0,738	15,060	4,276	1,320	15,060	4,300	1,124
15,080	4,031	1,185	15,080	4,245	0,657	15,080	4,256	1,083	15,080	4,344	0,392	15,080	4,330	1,131	15,080	4,328	0,945	15,080	4,317	1,124	15,080	4,361	0,598	15,080	4,314	0,837	15,080	4,262	1,002	15,080	4,261	0,721	15,080	4,282	1,277	15,080	4,305	1,082
15,100	4,037	1,176	15,100	4,250	0,644	15,100	4,262	1,092	15,100	4,350	0,378	15,100	4,335	1,072	15,100	4,333	0,871	15,100	4,323	1,076	15,100	4,367	0,579	15,100	4,320	0,808	15,100	4,268	0,974	15,100	4,266	0,704	15,100	4,287	1,235	15,100	4,311	1,041
15,120	4,043	1,168	15,120	4,256	0,630	15,120	4,268	1,099	15,120	4,356	0,364	15,120	4,342	1,049	15,120	4,339	0,824	15,120	4,329	1,032	15,120	4,372	0,564	15,120	4,326	0,779	15,120	4,274	0,945	15,120	4,272	0,687	15,120	4,294	1,194	15,120	4,317	1,000
15,140	4,049	1,158	15,140	4,261	0,617	15,140	4,273	1,103	15,140	4,362	0,351	15,140	4,347	0,966	15,140	4,345	0,778	15,140	4,334	0,988	15,140	4,378	0,553	15,140	4,331	0,750	15,140	4,280	0,917	15,140	4,278	0,670	15,140	4,299	1,151	15,140	4,323	0,958
15,160	4,055	1,150	15,160	4,268	0,604	15,160	4,279	1,107	15,160	4,367	0,336	15,160	4,353	0,901	15,160	4,351	0,733	15,160	4,340	0,946	15,160	4,384	0,548	15,160	4,337	0,722	15,160	4,285	0,889	15,160	4,284	0,653	15,160	4,305	1,110	15,160	4,328	0,917
15,180	4,060	1,140	15,180	4,273	0,591	15,180	4,284	1,109	15,180	4,373	0,323	15,180	4,358	0,843	15,180	4,357	0,688	15,180	4,346	0,907	15,180	4,389	0,548	15,180	4,343	0,697	15,180	4,291	0,860	15,180	4,290	0,636	15,180	4,311	1,068	15,180	4,334	0,876
15,200	4,065	1,130	15,200	4,279	0,577	15,200	4,290	1,110	15,200	4,378	0,309	15,200	4,364	0,787	15,200	4,363	0,644	15,200	4,351	0,869	15,200	4,395	0,555	15,200	4,349	0,673	15,200	4,297	0,832	15,200	4,295	0,619	15,200	4,316	1,090	15,200	4,340	0,836
15,220	4,071	1,121	15,220	4,285	0,564	15,220	4,296	1,111	15,220	4,384	0,295	15,220	4,370	0,731	15,220	4,368	0,599	15,220	4,357	0,837	15,220	4,401	0,567	15,220	4,355	0,652	15,220	4,303	0,804	15,220	4,300	0,601	15,220	4,322	1,010	15,220	4,346	0,796
15,240	4,077	1,110	15,240	4,291	0,550	15,240	4,302	1,109	15,240	4,390	0,282	15,240	4,375	0,676	15,240	4,373	0,555	15,240	4,363	0,809	15,240	4,407	0,584	15,240	4,361	0,635	15,240	4,309	0,776	15,240	4,307	0,584	15,240	4,328	0,948	15,240	4,352	0,758
15,260	4,083	1,100	15,260	4,296	0,537	15,260	4,308	1,107	15,260	4,395	0,269	15,260	4,381	0,623	15,260	4,379	0,513	15,260	4,369	0,787	15,260	4,412	0,604	15,260	4,366	0,621	15,260	4,315	0,748	15,260	4,312	0,567	15,260	4,334	0,906	15,260	4,358	0,720
15,280	4,089	1,090	15,280	4,302	0,523	15,280	4,313	1,104	15,280	4,401	0,256	15,280	4,387	0,571	15,280	4,385	0,471	15,280	4,375	0,773	15,280	4,418	0,628	15,280	4,371	0,613	15,280	4,320	0,719	15,280	4,318	0,550	15,280	4,340	0,865	15,280	4,363	0,685
15,300	4,094	1,079	15,300	4,308	0,510	15,300	4,319	1,102	15,300	4,407	0,244	15,300	4,392	0,522	15,300	4,391	0,430	15,300	4,380	0,766	15,300	4,424	0,650	15,300	4,378	0,612	15,300	4,326	0,691	15,300	4,324	0,533	15,300	4,345	0,827	15,300	4,369	0,653
15,320	4,100	1,069	15,320	4,314	0,496	15,320	4,325	1,098	15,320	4,413	0,232	15,320	4,398	0,477	15,320	4,396	0,392	15,320	4,385	0,769	15,320	4,430	0,673	15,320	4,383	0,615	15,320	4,332	0,663	15,320	4,330	0,516	15,320	4,351	0,790	15,320	4,374	0,624
15,340	4,106	1,058	15,340	4,319	0,483	15,340	4,331	1,094	15,340	4,419	0,221	15,340	4,404	0,437	15,340	4,402	0,354	15,340	4,391	0,780	15,340	4,436	0,695	15,340	4,389	0,596	15,340	4,337	0,635	15,340	4,335	0,498	15,340	4,357	0,756	15,340	4,380	0,600
15,360	4,112	1,047	15,360	4,326	0,470	15,360	4,337	1,090	15,360	4,424	0,211	15,360	4,410	0,402	15,360	4,408	0,322	15,360	4,397	0,800	15,360	4,441	0,713	15,360	4,394	0,627	15,360	4,343	0,607	15,360	4,341	0,482	15,360	4,362	0,724	15,360	4,385	0,582
15,380	4,117	1,035	15,380	4,331	0,456	15,380	4,343	1,086	15,380	4,430	0,203	15,380	4,416	0,376	15,380	4,414	0,293	15,380	4,403	0,827	15,380	4,448	0,729	15,380	4,400	0,658	15,380	4,348	0,579	15,380	4,347	0,465	15,380	4,368	0,697	15,380	4,391	0,571
15,400	4,123	1,024	15,400	4,337	0,442	15,400	4,348	1,082	15,400	4,436	0,197	15,400	4,422	0,359	15,400	4,419	0,270	15,400	4,408	0,858	15,400	4,453	0,741	15,400	4,406	0,681	15,400	4,355	0,552	15,400	4,353	0,449	15,400	4,374	0,676	15,400	4,397	0,567
15,420	4,129	1,013	15,420	4,343	0,429	15,420	4,354	1,078	15,420	4,442	0,193	15,420	4,427	0,352	15,420	4,426	0,153	15,420	4,414	0,820	15,420	4,459	0,751	15,420	4,411	0,704	15,420	4,360	0,526	15,420	4,359	0,434	15,420	4,380	0,660	15,420	4,403	0,573
15,440	4,135	1,002	15,440	4,349	0,416	15,440	4,360	1,074	15,440	4,447	0,192	15,440	4,433	0,357	15,440	4,431	0,207	15,440	4,420	0,910	15,440	4,464	0,757	15,440	4,417	0,728	15,440	4,366	0,500	15,440	4,365	0,420	15,440	4,385	0,651	15,440	4,409	0,585
15,460	4,141	0,990	15,460	4,354	0,402	15,460	4,366	1,072	15,460	4,453	0,193	15,460	4,439	0,372	15,460	4,437	0,242	15,460	4,426	0,959	15,460	4,470	0,762	15,460	4,423	0,750	15,460	4,372	0,477	15,460	4,370	0,407	15,460	4,391	0,651	15,460	4,414	0,605
15,480	4,147	0,979	15,480	4,360	0,390	15,480	4,372	1,070	15,480	4,459	0,197	15,480	4,444	0,346	15,480	4,442	0,255	15,480	4,432	0,992	15,480	4,476	0,764	15,480	4,429	0,770	15,480	4,377	0,455	15,480	4,375	0,395	15,480	4,396	0,659	15,480	4,420	0,631
15,500	4,153	0,967	15,500	4,366	0,377	15,500	4,376	1,069	15,500	4,465	0,203	15,500	4,450	0,420	15,500	4,448	0,273	15,500	4,438	1,020	15,500	4,482	0,763	15,500	4,435	0,787	15,500	4,383	0,436	15,500	4,381	0,386	15,500	4,402	0,674	15,500	4,426	0,660
15,520	4,158	0,955	15,520	4,371	0,366	15,520	4,382	1,070	15,520	4,471	0,211	15,520	4,456	0,474	15,520	4,454	0,298	15,520	4,444	1,041	15,520	4,488	0,761	15,520	4,441	0,800	15,520	4,388	0,419	15,520	4,387	0,379	15,520	4,408	0,696	15,520	4,432	0,693
15,540	4,164	0,943	15,540	4,376	0,354	15,540	4,388	1,073	15,540	4,476	0,221	15,540	4,462	0,520	15,540	4,460	0,329	15,540	4,449	1,058	15,540	4,494	0,759	15,540	4,446	0,811	15,540	4,394	0,407	15,540	4,392	0,375	15,540	4,413	0,724	15,540	4,437	0,725
15,560	4,170	0,931	15,560	4,382	0,346	15,560	4,393	1,078	15,560	4,482	0,233	15,560	4,467	0,567	15,560	4,466	0,364	15,560	4,455	1,071	15,560	4,499	0,754	15,560	4,452	0,818	15,560	4,400	0,399	15,560	4,398	0,375	15,560	4,419	0,651	15,560	4,443	0,755
15,580	4,175	0,919	15,580	4,388	0,338	15,580	4,399	1,085	15,580	4,488	0,244	15,580	4,473	0,612	15,580	4,472	0,401	15,580	4,461	1,079	15,580	4,505	0,749	15,580	4,458	0,824	15,580	4,406	0,396	15,580	4,404	0,377	15,580	4,426	0,727	15,580	4,449	0,782
15,600	4,182	0,907	15,600	4,394	0,333	15,600	4,405	1,095	15,600	4,493	0,255	15,600	4,479	0,653	15,600	4,477	0,436	15,600	4,467	1,084	15,600	4,511	0,743	15,600	4,464	0,827	15,600	4,411	0,399	15,600	4,409	0,384	15,600	4,431	0,812	15,600	4,455	0,806
15,620	4,187	0,894	15,620	4,399	0,329	15,620	4,411	1,105	15,620	4,500	0,266	15,620	4,485	0,689	15,620	4,483	0,470	15,620	4,472	1,086	15,620	4,517	0,736	15,620	4,470	0,827	15,620	4,417	0,408	15,620	4,415	0,393	15,620	4,437	0,846	15,620	4,461	0,826
15,640	4,193	0,882	15,640	4,406	0,329	15,640	4,417	1,119	15,640	4,505	0,275	15,640	4,490	0,719	15,640	4,489	0,499	15,640	4,478	1,084	15,640	4,522	0,729	15,640	4,475	0,825	15,640	4,423	0,421	15,640	4,421	0,404	15,640	4,443	0,873	15,640	4,467	0,841
15,660	4,199	0,870	15,660	4,411	0,331	15,660	4,423	1,133	15,660	4,511	0,283	15,660	4,497	0,743	15,660	4,494	0,524	15,660	4,484	1,081	15,660	4,528	0,722	15,660	4,481	0,823	15,660	4,429	0,439	15,660	4,427	0,418	15,660	4,449	0,895	15,660	4,472	0,852
15,680	4,205	0,857	15,680	4,417	0,336	15,680	4,429	1,149	15,680	4,517	0,290	15,680	4,502	0,761	15,680	4,500	0,545	15,680	4,490	1,075	15,680	4,534	0,715	15,680	4,487	0,819	15,680	4,435	0,459	15,680	4,432	0,431	15,680	4,454	0,912	15,680	4,478	0,859
15,700	4,210	0,845	15,700	4,423	0,343	15,700	4,434	1,164	15,700	4,523	0,295	15,700	4,508	0,775	15,700	4,506	0,561	15,700	4,495	1,068	15,700	4,540	0,709	15,700	4,492	0,814	15,700	4,441	0,481	15,700	4,438	0,445	15,700	4,460	0,925	15,700	4,483	0,863
15,720	4,216	0,832	15,720	4,429	0,352	15,720	4,440	1,179	15,720	4,528	0,299	15,720	4,514	0,783	15,720	4,512	0,573	15,720	4,501	1,060	15,720	4,545	0,704	15,720	4,498	0,796	15,720	4,446	0,504	15,720	4,444	0,459	15,720	4,466	0,935	15,720	4,490	0,865
15,740	4,222	0,821	15,740	4,435	0,362	15,740	4,446	1,194	15,740	4,534	0,302	15,740	4,520	0,787	15,740	4,517	0,580	15,740	4,507	1,051	15,740	4,551	0,701	15,740	4,504	0,800	15,740	4,452	0,525	15,740	4,450	0,470	15,740	4,471	0,940	15,740	4,496	0,864
15,760	4,228	0,808	15,760	4,440	0,373	15,760	4,451	1,208	15,760	4,540	0,303	15,760	4,526	0,788	15,760	4,524	0,586	15,760	4,513	1,040	15,760	4,557	0,699	15,760	4,509	0,794	15,760	4,458	0,544	15,760	4,456	0,480	15,760	4,477	0,944	15,760	4,501	0,860
15,780	4,233	0,797	15,780	4,446	0,385	15,780	4,457	1,222	15,780	4,546	0,304	15,780	4,531	0,786	15,780	4,530	0,588	15,780	4,519	1,045	15,780	4,563	0,701	15,780	4,516	0,787	15,780	4,464	0,562	15,780	4,461	0,488	15,780	4,483	0,944	15,780	4,507	0,856
