Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13	Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14	Zeit (s) Messreihe #15	Spannung, Ch A (V) Messreihe #15	Spannung, Ch B (V) Messreihe #15
9,180	2,251	0,266	9,180	2,257	0,235	9,180	2,267	0,314	9,180	2,198	0,271	9,180	2,196	0,291	9,180	2,233	0,255	9,180	2,229	0,238	9,180	2,326	0,201	9,180	2,293	0,692	9,180	2,314	0,749	9,180	2,341	2,250	9,180	2,275	2,691	9,180	2,229	3,956	9,180	2,251	5,719	9,180	2,156	4,566
9,200	2,256	0,273	9,200	2,263	0,240	9,200	2,272	0,324	9,200	2,203	0,276	9,200	2,202	0,297	9,200	2,239	0,256	9,200	2,234	0,244	9,200	2,331	0,205	9,200	2,299	0,722	9,200	2,320	0,772	9,200	2,347	2,262	9,200	2,281	2,737	9,200	2,234	4,036	9,200	2,256	5,604	9,200	2,161	4,710
9,220	2,262	0,281	9,220	2,268	0,247	9,220	2,277	0,333	9,220	2,208	0,281	9,220	2,207	0,303	9,220	2,244	0,257	9,220	2,240	0,253	9,220	2,336	0,210	9,220	2,304	0,734	9,220	2,325	0,793	9,220	2,352	2,256	9,220	2,286	2,769	9,220	2,239	4,084	9,220	2,262	5,477	9,220	2,167	4,851
9,240	2,267	0,289	9,240	2,274	0,254	9,240	2,283	0,343	9,240	2,214	0,286	9,240	2,212	0,310	9,240	2,249	0,265	9,240	2,245	0,263	9,240	2,341	0,215	9,240	2,309	0,756	9,240	2,331	0,814	9,240	2,357	2,239	9,240	2,291	2,794	9,240	2,245	4,126	9,240	2,267	5,340	9,240	2,172	4,988
9,260	2,272	0,313	9,260	2,279	0,260	9,260	2,288	0,353	9,260	2,219	0,292	9,260	2,217	0,314	9,260	2,254	0,283	9,260	2,250	0,271	9,260	2,347	0,233	9,260	2,315	0,778	9,260	2,336	0,835	9,260	2,363	2,217	9,260	2,297	2,810	9,260	2,251	4,156	9,260	2,272	5,196	9,260	2,177	4,978
9,280	2,278	0,314	9,280	2,284	0,269	9,280	2,293	0,363	9,280	2,224	0,298	9,280	2,223	0,328	9,280	2,260	0,292	9,280	2,255	0,271	9,280	2,352	0,223	9,280	2,320	0,800	9,280	2,340	0,858	9,280	2,368	2,189	9,280	2,302	2,815	9,280	2,256	4,172	9,280	2,278	5,046	9,280	2,182	5,210
9,300	2,283	0,318	9,300	2,289	0,279	9,300	2,299	0,375	9,300	2,230	0,305	9,300	2,228	0,333	9,300	2,265	0,301	9,300	2,261	0,280	9,300	2,357	0,236	9,300	2,326	0,823	9,300	2,346	0,880	9,300	2,373	2,156	9,300	2,307	2,803	9,300	2,261	4,173	9,300	2,283	4,891	9,300	2,187	5,333
9,320	2,288	0,327	9,320	2,295	0,287	9,320	2,304	0,387	9,320	2,235	0,312	9,320	2,233	0,341	9,320	2,271	0,310	9,320	2,266	0,299	9,320	2,362	0,237	9,320	2,331	0,846	9,320	2,351	0,900	9,320	2,378	2,119	9,320	2,312	2,794	9,320	2,266	4,160	9,320	2,288	4,730	9,320	2,192	5,423
9,340	2,293	0,337	9,340	2,300	0,296	9,340	2,309	0,399	9,340	2,240	0,320	9,340	2,239	0,350	9,340	2,276	0,320	9,340	2,271	0,312	9,340	2,368	0,242	9,340	2,336	0,869	9,340	2,357	0,921	9,340	2,383	2,055	9,340	2,318	2,776	9,340	2,272	4,133	9,340	2,293	4,557	9,340	2,197	5,494
9,360	2,299	0,348	9,360	2,305	0,307	9,360	2,315	0,411	9,360	2,245	0,327	9,360	2,244	0,359	9,360	2,281	0,330	9,360	2,277	0,323	9,360	2,373	0,248	9,360	2,342	0,929	9,360	2,362	0,939	9,360	2,389	2,032	9,360	2,323	2,749	9,360	2,277	4,096	9,360	2,299	4,399	9,360	2,203	5,544
9,380	2,304	0,359	9,380	2,311	0,316	9,380	2,320	0,423	9,380	2,251	0,336	9,380	2,249	0,369	9,380	2,286	0,341	9,380	2,282	0,335	9,380	2,378	0,254	9,380	2,346	0,910	9,380	2,367	0,955	9,380	2,395	1,990	9,380	2,329	2,715	9,380	2,282	4,048	9,380	2,304	4,238	9,380	2,208	5,578
9,400	2,309	0,371	9,400	2,316	0,326	9,400	2,325	0,436	9,400	2,256	0,345	9,400	2,255	0,379	9,400	2,292	0,352	9,400	2,287	0,347	9,400	2,384	0,261	9,400	2,352	0,941	9,400	2,373	0,971	9,400	2,400	1,940	9,400	2,334	2,675	9,400	2,288	3,989	9,400	2,310	4,079	9,400	2,214	5,590
9,420	2,315	0,383	9,420	2,321	0,338	9,420	2,331	0,450	9,420	2,261	0,347	9,420	2,260	0,390	9,420	2,297	0,364	9,420	2,292	0,361	9,420	2,389	0,267	9,420	2,357	0,947	9,420	2,378	0,983	9,420	2,405	1,889	9,420	2,339	2,631	9,420	2,293	3,925	9,420	2,315	3,924	9,420	2,218	5,581
9,440	2,320	0,395	9,440	2,327	0,349	9,440	2,336	0,464	9,440	2,267	0,362	9,440	2,265	0,396	9,440	2,302	0,375	9,440	2,298	0,375	9,440	2,394	0,274	9,440	2,362	0,975	9,440	2,383	0,993	9,440	2,410	1,835	9,440	2,345	2,584	9,440	2,298	3,853	9,440	2,320	3,775	9,440	2,224	5,554
9,460	2,325	0,407	9,460	2,332	0,362	9,460	2,341	0,490	9,460	2,272	0,373	9,460	2,271	0,413	9,460	2,307	0,387	9,460	2,303	0,390	9,460	2,400	0,282	9,460	2,368	1,003	9,460	2,389	1,000	9,460	2,416	1,779	9,460	2,350	2,532	9,460	2,303	3,776	9,460	2,325	3,634	9,460	2,230	5,509
9,480	2,331	0,421	9,480	2,337	0,373	9,480	2,346	0,503	9,480	2,277	0,383	9,480	2,276	0,424	9,480	2,313	0,400	9,480	2,309	0,405	9,480	2,405	0,288	9,480	2,373	1,009	9,480	2,393	0,985	9,480	2,421	1,720	9,480	2,355	2,477	9,480	2,309	3,695	9,480	2,331	3,499	9,480	2,234	5,450
9,500	2,336	0,434	9,500	2,343	0,375	9,500	2,352	0,510	9,500	2,283	0,394	9,500	2,281	0,442	9,500	2,319	0,414	9,500	2,314	0,420	9,500	2,411	0,295	9,500	2,378	1,020	9,500	2,400	1,001	9,500	2,426	1,661	9,500	2,360	2,418	9,500	2,314	3,606	9,500	2,336	3,364	9,500	2,240	5,377
9,520	2,342	0,449	9,520	2,348	0,380	9,520	2,357	0,524	9,520	2,288	0,405	9,520	2,287	0,450	9,520	2,324	0,427	9,520	2,319	0,436	9,520	2,416	0,302	9,520	2,383	1,029	9,520	2,405	1,000	9,520	2,432	1,602	9,520	2,366	2,353	9,520	2,319	3,512	9,520	2,341	3,246	9,520	2,245	5,291
9,540	2,347	0,463	9,540	2,353	0,409	9,540	2,363	0,539	9,540	2,294	0,418	9,540	2,292	0,463	9,540	2,329	0,441	9,540	2,325	0,453	9,540	2,421	0,308	9,540	2,389	1,036	9,540	2,410	0,994	9,540	2,437	1,542	9,540	2,371	2,288	9,540	2,325	3,411	9,540	2,346	3,132	9,540	2,251	5,199
9,560	2,352	0,478	9,560	2,359	0,424	9,560	2,368	0,555	9,560	2,299	0,433	9,560	2,297	0,475	9,560	2,334	0,455	9,560	2,330	0,470	9,560	2,427	0,310	9,560	2,394	1,040	9,560	2,415	0,985	9,560	2,442	1,484	9,560	2,376	2,219	9,560	2,330	3,317	9,560	2,352	3,019	9,560	2,256	5,096
9,580	2,357	0,492	9,580	2,364	0,438	9,580	2,373	0,571	9,580	2,304	0,441	9,580	2,303	0,490	9,580	2,340	0,476	9,580	2,335	0,487	9,580	2,432	0,320	9,580	2,399	1,033	9,580	2,421	0,974	9,580	2,448	1,427	9,580	2,382	2,149	9,580	2,335	3,111	9,580	2,358	2,914	9,580	2,261	4,983
9,600	2,363	0,508	9,600	2,369	0,453	9,600	2,378	0,586	9,600	2,310	0,453	9,600	2,308	0,504	9,600	2,345	0,485	9,600	2,341	0,504	9,600	2,437	0,326	9,600	2,405	1,036	9,600	2,426	0,961	9,600	2,453	1,374	9,600	2,387	2,085	9,600	2,341	3,081	9,600	2,363	2,816	9,600	2,267	4,864
9,620	2,368	0,530	9,620	2,375	0,467	9,620	2,384	0,602	9,620	2,315	0,466	9,620	2,314	0,519	9,620	2,350	0,500	9,620	2,346	0,522	9,620	2,442	0,331	9,620	2,410	1,028	9,620	2,431	0,946	9,620	2,458	1,321	9,620	2,392	2,005	9,620	2,346	2,987	9,620	2,368	2,726	9,620	2,272	4,739
9,640	2,373	0,540	9,640	2,380	0,481	9,640	2,389	0,617	9,640	2,320	0,480	9,640	2,319	0,534	9,640	2,355	0,515	9,640	2,351	0,539	9,640	2,447	0,325	9,640	2,415	1,020	9,640	2,436	0,928	9,640	2,463	1,271	9,640	2,398	1,923	9,640	2,351	2,878	9,640	2,373	2,643	9,640	2,278	4,605
9,660	2,378	0,554	9,660	2,385	0,496	9,660	2,395	0,633	9,660	2,325	0,493	9,660	2,324	0,549	9,660	2,361	0,530	9,660	2,357	0,546	9,660	2,453	0,324	9,660	2,420	1,008	9,660	2,442	0,911	9,660	2,469	1,221	9,660	2,403	1,851	9,660	2,357	2,771	9,660	2,379	2,568	9,660	2,282	4,460
9,680	2,384	0,570	9,680	2,391	0,510	9,680	2,400	0,648	9,680	2,331	0,508	9,680	2,329	0,565	9,680	2,366	0,546	9,680	2,362	0,568	9,680	2,458	0,337	9,680	2,426	0,994	9,680	2,446	0,891	9,680	2,474	1,181	9,680	2,409	1,789	9,680	2,362	2,668	9,680	2,384	2,507	9,680	2,288	4,316
9,700	2,389	0,586	9,700	2,396	0,524	9,700	2,405	0,659	9,700	2,336	0,523	9,700	2,335	0,581	9,700	2,372	0,568	9,700	2,367	0,588	9,700	2,463	0,339	9,700	2,431	0,974	9,700	2,452	0,871	9,700	2,480	1,137	9,700	2,413	1,724	9,700	2,368	2,568	9,700	2,389	2,443	9,700	2,293	4,167
9,720	2,395	0,601	9,720	2,401	0,537	9,720	2,410	0,670	9,720	2,341	0,537	9,720	2,340	0,597	9,720	2,377	0,576	9,720	2,372	0,603	9,720	2,469	0,339	9,720	2,436	0,971	9,720	2,458	0,848	9,720	2,485	1,095	9,720	2,419	1,660	9,720	2,373	2,472	9,720	2,394	2,392	9,720	2,299	4,013
9,740	2,400	0,614	9,740	2,407	0,550	9,740	2,415	0,681	9,740	2,347	0,552	9,740	2,345	0,614	9,740	2,382	0,591	9,740	2,378	0,616	9,740	2,474	0,339	9,740	2,442	0,960	9,740	2,463	0,826	9,740	2,490	1,057	9,740	2,424	1,600	9,740	2,378	2,380	9,740	2,400	2,349	9,740	2,304	3,859
9,760	2,405	0,627	9,760	2,412	0,563	9,760	2,421	0,690	9,760	2,352	0,568	9,760	2,351	0,631	9,760	2,387	0,605	9,760	2,383	0,629	9,760	2,480	0,337	9,760	2,447	0,923	9,760	2,468	0,768	9,760	2,495	1,024	9,760	2,430	1,541	9,760	2,383	2,292	9,760	2,405	2,311	9,760	2,309	3,708
9,780	2,411	0,641	9,780	2,417	0,573	9,780	2,426	0,696	9,780	2,358	0,584	9,780	2,356	0,648	9,780	2,393	0,618	9,780	2,389	0,641	9,780	2,484	0,334	9,780	2,453	0,899	9,780	2,473	0,775	9,780	2,500	0,988	9,780	2,435	1,484	9,780	2,388	2,208	9,780	2,411	2,280	9,780	2,315	3,562
9,800	2,416	0,651	9,800	2,422	0,581	9,800	2,432	0,700	9,800	2,362	0,597	9,800	2,361	0,665	9,800	2,398	0,630	9,800	2,393	0,647	9,800	2,490	0,332	9,800	2,458	0,875	9,800	2,479	0,753	9,800	2,506	0,958	9,800	2,440	1,434	9,800	2,394	2,128	9,800	2,416	2,254	9,800	2,320	3,418
9,820	2,421	0,660	9,820	2,428	0,588	9,820	2,437	0,675	9,820	2,368	0,601	9,820	2,366	0,681	9,820	2,403	0,639	9,820	2,399	0,653	9,820	2,495	0,329	9,820	2,463	0,855	9,820	2,484	0,750	9,820	2,511	0,930	9,820	2,445	1,381	9,820	2,399	2,051	9,820	2,421	2,235	9,820	2,325	3,280
9,840	2,427	0,666	9,840	2,433	0,593	9,840	2,442	0,694	9,840	2,373	0,649	9,840	2,372	0,693	9,840	2,409	0,649	9,840	2,404	0,658	9,840	2,501	0,325	9,840	2,469	0,830	9,840	2,489	0,710	9,840	2,516	0,906	9,840	2,451	1,330	9,840	2,405	1,978	9,840	2,427	2,256	9,840	2,331	3,150
9,860	2,432	0,670	9,860	2,438	0,613	9,860	2,447	0,694	9,860	2,379	0,660	9,860	2,377	0,709	9,860	2,414	0,655	9,860	2,410	0,660	9,860	2,506	0,321	9,860	2,474	0,804	9,860	2,495	0,680	9,860	2,521	0,885	9,860	2,456	1,286	9,860	2,410	1,910	9,860	2,431	2,229	9,860	2,336	3,024
9,880	2,437	0,671	9,880	2,443	0,602	9,880	2,453	0,690	9,880	2,384	0,665	9,880	2,383	0,728	9,880	2,419	0,659	9,880	2,416	0,661	9,880	2,511	0,316	9,880	2,479	0,778	9,880	2,500	0,655	9,880	2,527	0,866	9,880	2,461	1,244	9,880	2,415	1,857	9,880	2,437	2,224	9,880	2,341	2,903
9,900	2,442	0,672	9,900	2,449	0,597	9,900	2,458	0,682	9,900	2,389	0,680	9,900	2,387	0,743	9,900	2,425	0,662	9,900	2,420	0,658	9,900	2,516	0,312	9,900	2,485	0,751	9,900	2,505	0,632	9,900	2,532	0,851	9,900	2,467	1,206	9,900	2,420	1,795	9,900	2,442	2,231	9,900	2,346	2,787
9,920	2,448	0,669	9,920	2,454	0,594	9,920	2,464	0,673	9,920	2,395	0,695	9,920	2,393	0,755	9,920	2,430	0,655	9,920	2,426	0,654	9,920	2,522	0,307	9,920	2,489	0,723	9,920	2,511	0,611	9,920	2,538	0,838	9,920	2,471	1,172	9,920	2,425	1,738	9,920	2,447	2,246	9,920	2,351	2,678
9,940	2,453	0,665	9,940	2,460	0,588	9,940	2,469	0,662	9,940	2,400	0,710	9,940	2,399	0,766	9,940	2,435	0,652	9,940	2,431	0,649	9,940	2,527	0,301	9,940	2,495	0,700	9,940	2,516	0,589	9,940	2,543	0,827	9,940	2,477	1,142	9,940	2,431	1,691	9,940	2,453	2,267	9,940	2,357	2,573
9,960	2,458	0,647	9,960	2,465	0,583	9,960	2,474	0,650	9,960	2,405	0,722	9,960	2,403	0,775	9,960	2,441	0,655	9,960	2,437	0,642	9,960	2,532	0,295	9,960	2,500	0,676	9,960	2,522	0,570	9,960	2,548	0,818	9,960	2,482	1,117	9,960	2,437	1,649	9,960	2,458	2,294	9,960	2,362	2,474
9,980	2,464	0,646	9,980	2,470	0,575	9,980	2,479	0,639	9,980	2,410	0,740	9,980	2,409	0,787	9,980	2,446	0,649	9,980	2,442	0,633	9,980	2,538	0,290	9,980	2,506	0,651	9,980	2,526	0,551	9,980	2,553	0,812	9,980	2,488	1,121	9,980	2,442	1,618	9,980	2,464	2,328	9,980	2,367	2,379
10,000	2,469	0,640	10,000	2,476	0,567	10,000	2,485	0,626	10,000	2,416	0,746	10,000	2,415	0,786	10,000	2,451	0,642	10,000	2,447	0,624	10,000	2,543	0,277	10,000	2,511	0,629	10,000	2,532	0,532	10,000	2,559	0,808	10,000	2,493	1,106	10,000	2,447	1,589	10,000	2,468	2,367	10,000	2,373	2,292
10,020	2,474	0,629	10,020	2,481	0,557	10,020	2,490	0,611	10,020	2,421	0,752	10,020	2,419	0,786	10,020	2,456	0,632	10,020	2,452	0,614	10,020	2,548	0,276	10,020	2,516	0,607	10,020	2,537	0,516	10,020	2,564	0,774	10,020	2,498	1,070	10,020	2,452	1,553	10,020	2,474	2,412	10,020	2,378	2,212
10,040	2,479	0,618	10,040	2,486	0,547	10,040	2,495	0,597	10,040	2,426	0,757	10,040	2,425	0,786	10,040	2,461	0,623	10,040	2,458	0,602	10,040	2,553	0,270	10,040	2,521	0,587	10,040	2,542	0,500	10,040	2,569	0,792	10,040	2,503	1,056	10,040	2,457	1,530	10,040	2,479	2,460	10,040	2,383	2,138
10,060	2,485	0,606	10,060	2,492	0,537	10,060	2,500	0,582	10,060	2,432	0,759	10,060	2,430	0,782	10,060	2,467	0,612	10,060	2,463	0,588	10,060	2,558	0,263	10,060	2,527	0,567	10,060	2,547	0,485	10,060	2,575	0,807	10,060	2,509	1,046	10,060	2,463	1,513	10,060	2,485	2,517	10,060	2,389	2,074
10,080	2,490	0,593	10,080	2,497	0,526	10,080	2,506	0,567	10,080	2,437	0,759	10,080	2,436	0,776	10,080	2,472	0,599	10,080	2,468	0,575	10,080	2,564	0,258	10,080	2,532	0,546	10,080	2,553	0,471	10,080	2,580	0,814	10,080	2,514	1,039	10,080	2,469	1,499	10,080	2,490	2,579	10,080	2,394	2,016
10,100	2,496	0,580	10,100	2,502	0,513	10,100	2,511	0,550	10,100	2,442	0,757	10,100	2,440	0,766	10,100	2,478	0,587	10,100	2,473	0,549	10,100	2,569	0,255	10,100	2,537	0,530	10,100	2,558	0,460	10,100	2,585	0,822	10,100	2,520	1,035	10,100	2,474	1,489	10,100	2,495	2,646	10,100	2,400	1,965
10,120	2,501	0,565	10,120	2,507	0,500	10,120	2,516	0,532	10,120	2,448	0,751	10,120	2,446	0,757	10,120	2,483	0,574	10,120	2,479	0,541	10,120	2,574	0,246	10,120	2,542	0,521	10,120	2,563	0,449	10,120	2,590	0,832	10,120	2,525	1,033	10,120	2,479	1,484	10,120	2,500	2,719	10,120	2,405	1,920
10,140	2,507	0,550	10,140	2,512	0,486	10,140	2,522	0,514	10,140	2,453	0,748	10,140	2,451	0,746	10,140	2,488	0,579	10,140	2,484	0,529	10,140	2,580	0,241	10,140	2,547	0,499	10,140	2,569	0,440	10,140	2,595	0,848	10,140	2,530	1,034	10,140	2,484	1,483	10,140	2,505	2,797	10,140	2,410	1,882
10,160	2,511	0,534	10,160	2,518	0,471	10,160	2,527	0,509	10,160	2,458	0,746	10,160	2,456	0,732	10,160	2,494	0,594	10,160	2,490	0,514	10,160	2,585	0,236	10,160	2,553	0,485	10,160	2,574	0,428	10,160	2,601	0,859	10,160	2,535	1,040	10,160	2,489	1,487	10,160	2,511	2,883	10,160	2,416	1,850
10,180	2,517	0,517	10,180	2,523	0,457	10,180	2,532	0,487	10,180	2,464	0,725	10,180	2,462	0,718	10,180	2,499	0,535	10,180	2,495	0,498	10,180	2,591	0,232	10,180	2,558	0,473	10,180	2,579	0,421	10,180	2,606	0,875	10,180	2,540	1,048	10,180	2,495	1,496	10,180	2,516	2,973	10,180	2,421	1,824
10,200	2,522	0,500	10,200	2,529	0,433	10,200	2,538	0,464	10,200	2,469	0,712	10,200	2,468	0,724	10,200	2,504	0,515	10,200	2,500	0,480	10,200	2,596	0,227	10,200	2,563	0,461	10,200	2,584	0,418	10,200	2,612	0,894	10,200	2,546	1,061	10,200	2,500	1,509	10,200	2,522	3,055	10,200	2,426	1,804
10,220	2,528	0,483	10,220	2,534	0,416	10,220	2,543	0,446	10,220	2,474	0,699	10,220	2,473	0,692	10,220	2,509	0,498	10,220	2,505	0,464	10,220	2,601	0,222	10,220	2,569	0,451	10,220	2,590	0,413	10,220	2,617	0,913	10,220	2,551	1,074	10,220	2,506	1,531	10,220	2,527	3,168	10,220	2,432	1,791
10,240	2,533	0,466	10,240	2,539	0,411	10,240	2,548	0,430	10,240	2,479	0,685	10,240	2,478	0,673	10,240	2,515	0,481	10,240	2,511	0,449	10,240	2,607	0,218	10,240	2,574	0,444	10,240	2,595	0,410	10,240	2,622	0,934	10,240	2,556	1,088	10,240	2,511	1,555	10,240	2,532	3,275	10,240	2,436	1,781
10,260	2,538	0,449	10,260	2,544	0,398	10,260	2,554	0,415	10,260	2,485	0,670	10,260	2,484	0,655	10,260	2,520	0,465	10,260	2,516	0,434	10,260	2,612	0,213	10,260	2,579	0,436	10,260	2,600	0,407	10,260	2,627	0,958	10,260	2,562	1,107	10,260	2,515	1,575	10,260	2,538	3,387	10,260	2,442	1,779
10,280	2,543	0,432	10,280	2,549	0,384	10,280	2,559	0,402	10,280	2,490	0,655	10,280	2,489	0,637	10,280	2,525	0,448	10,280	2,521	0,417	10,280	2,617	0,210	10,280	2,585	0,429	10,280	2,606	0,405	10,280	2,632	0,984	10,280	2,567	1,129	10,280	2,521	1,600	10,280	2,543	3,504	10,280	2,447	1,785
10,300	2,549	0,414	10,300	2,555	0,371	10,300	2,564	0,389	10,300	2,495	0,639	10,300	2,494	0,619	10,300	2,531	0,432	10,300	2,526	0,403	10,300	2,622	0,206	10,300	2,590	0,425	10,300	2,611	0,403	10,300	2,638	1,012	10,300	2,572	1,153	10,300	2,527	1,637	10,300	2,548	3,626	10,300	2,453	1,795
10,320	2,554	0,398	10,320	2,560	0,359	10,320	2,569	0,375	10,320	2,501	0,623	10,320	2,499	0,600	10,320	2,536	0,417	10,320	2,532	0,390	10,320	2,628	0,203	10,320	2,595	0,421	10,320	2,616	0,404	10,320	2,643	1,040	10,320	2,577	1,180	10,320	2,532	1,658	10,320	2,553	3,755	10,320	2,458	1,811
10,340	2,559	0,387	10,340	2,565	0,347	10,340	2,575	0,366	10,340	2,506	0,605	10,340	2,504	0,580	10,340	2,541	0,402	10,340	2,537	0,389	10,340	2,633	0,199	10,340	2,601	0,418	10,340	2,621	0,404	10,340	2,649	1,072	10,340	2,583	1,191	10,340	2,537	1,712	10,340	2,558	3,881	10,340	2,463	1,833
10,360	2,565	0,375	10,360	2,571	0,335	10,360	2,580	0,355	10,360	2,511	0,587	10,360	2,510	0,561	10,360	2,546	0,389	10,360	2,543	0,365	10,360	2,639	0,196	10,360	2,606	0,416	10,360	2,627	0,406	10,360	2,654	1,104	10,360	2,589	1,239	10,360	2,542	1,759	10,360	2,564	4,024	10,360	2,468	1,860
10,380	2,570	0,363	10,380	2,576	0,325	10,380	2,586	0,344	10,380	2,516	0,568	10,380	2,515	0,542	10,380	2,552	0,376	10,380	2,548	0,351	10,380	2,644	0,195	10,380	2,611	0,415	10,380	2,632	0,410	10,380	2,659	1,176	10,380	2,594	1,272	10,380	2,547	1,807	10,380	2,570	4,166	10,380	2,474	1,894
10,400	2,575	0,351	10,400	2,582	0,315	10,400	2,590	0,334	10,400	2,522	0,550	10,400	2,520	0,523	10,400	2,557	0,358	10,400	2,553	0,340	10,400	2,649	0,192	10,400	2,616	0,414	10,400	2,638	0,412	10,400	2,665	1,181	10,400	2,599	1,309	10,400	2,552	1,859	10,400	2,575	4,314	10,400	2,479	1,934
10,420	2,581	0,340	10,420	2,587	0,304	10,420	2,597	0,326	10,420	2,527	0,531	10,420	2,525	0,505	10,420	2,562	0,352	10,420	2,558	0,327	10,420	2,654	0,191	10,420	2,622	0,426	10,420	2,643	0,417	10,420	2,670	1,216	10,420	2,604	1,349	10,420	2,558	1,914	10,420	2,580	4,467	10,420	2,484	1,978
10,440	2,586	0,330	10,440	2,592	0,296	10,440	2,602	0,318	10,440	2,533	0,512	10,440	2,531	0,489	10,440	2,568	0,341	10,440	2,563	0,315	10,440	2,659	0,186	10,440	2,627	0,469	10,440	2,648	0,423	10,440	2,675	1,256	10,440	2,609	1,391	10,440	2,563	1,974	10,440	2,585	4,624	10,440	2,489	2,029
10,460	2,591	0,320	10,460	2,597	0,287	10,460	2,606	0,310	10,460	2,538	0,495	10,460	2,537	0,473	10,460	2,574	0,331	10,460	2,569	0,304	10,460	2,665	0,188	10,460	2,632	0,424	10,460	2,653	0,429	10,460	2,681	1,297	10,460	2,615	1,435	10,460	2,569	2,037	10,460	2,590	4,787	10,460	2,495	2,084
10,480	2,597	0,311	10,480	2,603	0,279	10,480	2,612	0,305	10,480	2,543	0,478	10,480	2,542	0,457	10,480	2,578	0,321	10,480	2,574	0,298	10,480	2,670	0,186	10,480	2,638	0,425	10,480	2,659	0,436	10,480	2,686	1,340	10,480	2,620	1,482	10,480	2,574	2,102	10,480	2,596	4,955	10,480	2,500	2,145
10,500	2,602	0,302	10,500	2,608	0,271	10,500	2,617	0,301	10,500	2,548	0,448	10,500	2,547	0,444	10,500	2,584	0,312	10,500	2,579	0,289	10,500	2,676	0,186	10,500	2,643	0,430	10,500	2,664	0,443	10,500	2,691	1,384	10,500	2,626	1,530	10,500	2,580	2,171	10,500	2,602	5,125	10,500	2,505	2,212
10,520	2,608	0,295	10,520	2,613	0,265	10,520	2,623	0,306	10,520	2,553	0,445	10,520	2,553	0,433	10,520	2,589	0,304	10,520	2,585	0,280	10,520	2,681	0,184	10,520	2,649	0,435	10,520	2,669	0,458	10,520	2,696	1,431	10,520	2,631	1,581	10,520	2,585	2,246	10,520	2,606	5,299	10,520	2,511	2,284
10,540	2,613	0,288	10,540	2,619	0,259	10,540	2,628	0,292	10,540	2,559	0,433	10,540	2,558	0,413	10,540	2,594	0,296	10,540	2,590	0,273	10,540	2,686	0,184	10,540	2,653	0,441	10,540	2,675	0,462	10,540	2,702	1,479	10,540	2,636	1,633	10,540	2,590	2,323	10,540	2,612	5,479	10,540	2,516	2,363
10,560	2,618	0,282	10,560	2,624	0,273	10,560	2,633	0,288	10,560	2,565	0,421	10,560	2,563	0,404	10,560	2,600	0,289	10,560	2,595	0,267	10,560	2,692	0,185	10,560	2,659	0,449	10,560	2,680	0,471	10,560	2,707	1,529	10,560	2,641	1,689	10,560	2,595	2,402	10,560	2,617	5,646	10,560	2,521	2,443
10,580	2,623	0,277	10,580	2,629	0,253	10,580	2,639	0,286	10,580	2,570	0,409	10,580	2,568	0,395	10,580	2,605	0,283	10,580	2,601	0,262	10,580	2,697	0,183	10,580	2,664	0,456	10,580	2,685	0,472	10,580	2,712	1,580	10,580	2,647	1,748	10,580	2,600	2,485	10,580	2,622	5,839	10,580	2,526	2,531
10,600	2,628	0,273	10,600	2,635	0,246	10,600	2,644	0,284	10,600	2,575	0,397	10,600	2,573	0,385	10,600	2,610	0,278	10,600	2,606	0,256	10,600	2,702	0,184	10,600	2,669	0,464	10,600	2,691	0,491	10,600	2,717	1,632	10,600	2,652	1,806	10,600	2,606	2,573	10,600	2,627	6,011	10,600	2,532	2,624
10,620	2,634	0,269	10,620	2,640	0,242	10,620	2,649	0,283	10,620	2,580	0,381	10,620	2,579	0,372	10,620	2,616	0,274	10,620	2,611	0,252	10,620	2,707	0,183	10,620	2,675	0,475	10,620	2,696	0,505	10,620	2,723	1,686	10,620	2,657	1,869	10,620	2,611	2,664	10,620	2,633	6,209	10,620	2,537	2,724
