Zeit (s) Messreihe #1;Spannung, Ch A (V) Messreihe #1;Spannung, Ch B (V) Messreihe #1;Zeit (s) Ringkern 1 Schalter Links;Spannung, Ch A (V) Ringkern 1 Schalter Links;Spannung, Ch B (V) Ringkern 1 Schalter Links;Zeit (s) RK1 Schalter links R_V;Spannung, Ch A (V) RK1 Schalter links R_V;Spannung, Ch B (V) RK1 Schalter links R_V;Zeit (s) Messreihe #4;Spannung, Ch A (V) Messreihe #4;Spannung, Ch B (V) Messreihe #4;Zeit (s) Messreihe #5;Spannung, Ch A (V) Messreihe #5;Spannung, Ch B (V) Messreihe #5;Zeit (s) Messreihe #6;Spannung, Ch A (V) Messreihe #6;Spannung, Ch B (V) Messreihe #6;Zeit (s) Messreihe #7;Spannung, Ch A (V) Messreihe #7;Spannung, Ch B (V) Messreihe #7;Zeit (s) Messreihe #8;Spannung, Ch A (V) Messreihe #8;Spannung, Ch B (V) Messreihe #8;Zeit (s) Messreihe #9;Spannung, Ch A (V) Messreihe #9;Spannung, Ch B (V) Messreihe #9;Zeit (s) Messreihe #10;Spannung, Ch A (V) Messreihe #10;Spannung, Ch B (V) Messreihe #10;Zeit (s) Messreihe #11;Spannung, Ch A (V) Messreihe #11;Spannung, Ch B (V) Messreihe #11;Zeit (s) Messreihe #12;Spannung, Ch A (V) Messreihe #12;Spannung, Ch B (V) Messreihe #12;Zeit (s) Messreihe #13;Spannung, Ch A (V) Messreihe #13;Spannung, Ch B (V) Messreihe #13;Zeit (s) Messreihe #14;Spannung, Ch A (V) Messreihe #14;Spannung, Ch B (V) Messreihe #14;Zeit (s) Messreihe #15;Spannung, Ch A (V) Messreihe #15;Spannung, Ch B (V) Messreihe #15;Zeit (s) Messreihe #16;Spannung, Ch A (V) Messreihe #16;Spannung, Ch B (V) Messreihe #16
;;;;;;139,950;-6,254;-0,684;;;;139,950;0,061;-0,033;139,950;-0,372;-0,753;139,950;2,219E-4;-0,618;139,950;4,255;0,049;139,950;-0,588;0,017;;;;;;;139,950;4,111;0,006;139,950;3,078;0,008;139,950;4,514E-4;-0,497;139,950;-0,809;-1,003;139,950;-0,993;-1,011
;;;;;;140,000;-6,257;-0,683;;;;140,000;0,061;-0,032;140,000;-0,372;-0,754;140,000;4,124E-4;-0,617;140,000;4,262;0,048;140,000;-0,589;0,017;;;;;;;140,000;4,113;0,005;140,000;3,077;0,007;140,000;3,135E-4;-0,496;140,000;-0,810;-1,002;140,000;-0,988;-1,012
;;;;;;140,050;-6,267;-0,684;;;;140,050;0,061;-0,033;140,050;-0,372;-0,753;140,050;3,391E-4;-0,618;140,050;4,277;0,049;140,050;-0,589;0,017;;;;;;;140,050;4,113;0,007;140,050;3,077;0,008;140,050;5,942E-4;-0,497;140,050;-0,812;-1,004;140,050;-0,985;-1,011
;;;;;;140,100;-6,268;-0,683;;;;140,100;0,062;-0,031;140,100;-0,372;-0,754;140,100;3,916E-4;-0,617;140,100;4,278;0,049;140,100;-0,589;0,017;;;;;;;140,100;4,113;0,006;140,100;3,078;0,007;140,100;4,514E-4;-0,496;140,100;-0,813;-1,002;140,100;-0,981;-1,012
;;;;;;140,150;-6,275;-0,684;;;;140,150;0,062;-0,032;140,150;-0,372;-0,753;140,150;3,440E-4;-0,618;140,150;4,278;0,049;140,150;-0,589;0,016;;;;;;;140,150;4,112;0,007;140,150;3,090;0,008;140,150;3,806E-4;-0,497;140,150;-0,814;-1,003;140,150;-0,979;-1,010
;;;;;;140,200;-6,285;-0,683;;;;140,200;0,062;-0,031;140,200;-0,372;-0,754;140,200;2,671E-4;-0,617;140,200;4,289;0,049;140,200;-0,590;0,017;;;;;;;140,200;4,110;0,006;140,200;3,158;0,006;140,200;2,256E-4;-0,496;140,200;-0,816;-1,003;140,200;-0,974;-1,012
;;;;;;140,250;-6,286;-0,684;;;;140,250;0,063;-0,032;140,250;-0,372;-0,754;140,250;5,613E-4;-0,618;140,250;4,290;0,050;140,250;-0,590;0,016;;;;;;;140,250;4,110;0,007;140,250;3,206;0,008;140,250;3,928E-4;-0,497;140,250;-0,817;-1,004;140,250;-0,972;-1,010
;;;;;;140,300;-6,295;-0,684;;;;140,300;0,064;-0,030;140,300;-0,372;-0,754;140,300;7,908E-4;-0,617;140,300;4,290;0,049;140,300;-0,590;0,017;;;;;;;140,300;4,113;0,005;140,300;3,268;0,007;140,300;1,499E-4;-0,496;140,300;-0,819;-1,003;140,300;-0,970;-1,011
;;;;;;140,350;-6,298;-0,684;;;;140,350;0,064;-0,031;140,350;-0,372;-0,753;140,350;5,588E-4;-0,618;140,350;4,291;0,049;140,350;-0,590;0,016;;;;;;;140,350;4,118;0,007;140,350;3,301;0,008;140,350;6,479E-4;-0,497;140,350;-0,821;-1,004;140,350;-0,968;-1,010
;;;;;;140,400;-6,297;-0,684;;;;140,400;0,066;-0,029;140,400;-0,372;-0,754;140,400;3,953E-4;-0,617;140,400;4,296;0,048;140,400;-0,590;0,017;;;;;;;140,400;4,132;0,006;140,400;3,325;0,007;140,400;2,793E-4;-0,496;140,400;-0,824;-1,003;140,400;-0,966;-1,011
;;;;;;140,450;-6,306;-0,684;;;;140,450;0,066;-0,030;140,450;-0,372;-0,753;140,450;5,051E-4;-0,618;140,450;4,304;0,049;140,450;-0,590;0,016;;;;;;;140,450;4,169;0,007;140,450;3,353;0,008;140,450;1,462E-4;-0,497;140,450;-0,827;-1,005;140,450;-0,960;-1,010
;;;;;;140,500;-6,313;-0,684;;;;140,500;0,067;-0,029;140,500;-0,372;-0,754;140,500;4,465E-4;-0,617;140,500;4,308;0,048;140,500;-0,593;0,017;;;;;;;140,500;4,197;0,006;140,500;3,356;0,007;140,500;4,111E-4;-0,496;140,500;-0,829;-1,003;140,500;-0,956;-1,011
;;;;;;140,550;-6,319;-0,684;;;;140,550;0,069;-0,029;140,550;-0,372;-0,753;140,550;3,464E-4;-0,618;140,550;4,320;0,050;140,550;-0,598;0,016;;;;;;;140,550;4,233;0,007;140,550;3,366;0,008;140,550;2,158E-4;-0,497;140,550;-0,831;-1,004;140,550;-0,945;-1,009
;;;;;;140,600;-6,332;-0,684;;;;140,600;0,068;-0,028;140,600;-0,372;-0,754;140,600;4,319E-4;-0,617;140,600;4,330;0,049;140,600;-0,600;0,016;;;;;;;140,600;4,286;0,006;140,600;3,382;0,007;140,600;3,953E-4;-0,496;140,600;-0,832;-1,003;140,600;-0,938;-1,010
;;;;;;140,650;-6,337;-0,684;;;;140,650;0,070;-0,029;140,650;-0,371;-0,753;140,650;6,870E-4;-0,618;140,650;4,334;0,050;140,650;-0,601;0,016;;;;;;;140,650;4,298;0,007;140,650;3,383;0,008;140,650;1,755E-4;-0,497;140,650;-0,833;-1,004;140,650;-0,936;-1,009
;;;;;;140,700;-6,358;-0,684;;;;140,700;0,070;-0,027;140,700;-0,371;-0,754;140,700;2,500E-4;-0,617;140,700;4,334;0,049;140,700;-0,602;0,016;;;;;;;140,700;4,298;0,006;140,700;3,384;0,007;140,700;5,820E-4;-0,496;140,700;-0,835;-1,004;140,700;-0,936;-1,010
;;;;;;140,750;-6,369;-0,684;;;;140,750;0,071;-0,028;140,750;-0,370;-0,753;140,750;5,454E-4;-0,618;140,750;4,334;0,050;140,750;-0,602;0,015;;;;;;;140,750;4,321;0,007;140,750;3,388;0,008;140,750;4,417E-4;-0,497;140,750;-0,837;-1,005;140,750;-0,936;-1,009
;;;;;;140,800;-6,371;-0,684;;;;140,800;0,071;-0,027;140,800;-0,370;-0,754;140,800;5,747E-4;-0,617;140,800;4,345;0,049;140,800;-0,602;0,016;;;;;;;140,800;4,339;0,006;140,800;3,418;0,007;140,800;5,210E-4;-0,496;140,800;-0,838;-1,004;140,800;-0,936;-1,010
;;;;;;140,850;-6,387;-0,685;;;;140,850;0,073;-0,027;140,850;-0,370;-0,753;140,850;3,025E-4;-0,618;140,850;4,363;0,050;140,850;-0,603;0,015;;;;;;;140,850;4,339;0,007;140,850;3,418;0,008;140,850;5,784E-4;-0,497;140,850;-0,838;-1,005;140,850;-0,936;-1,009
;;;;;;140,900;-6,394;-0,684;;;;140,900;0,074;-0,026;140,900;-0,369;-0,754;140,900;5,308E-4;-0,617;140,900;4,365;0,049;140,900;-0,603;0,016;;;;;;;140,900;4,340;0,006;140,900;3,425;0,007;140,900;3,721E-4;-0,496;140,900;-0,841;-1,004;140,900;-0,935;-1,010
;;;;;;140,950;-6,402;-0,685;;;;140,950;0,074;-0,027;140,950;-0,368;-0,753;140,950;4,795E-4;-0,618;140,950;4,370;0,050;140,950;-0,602;0,015;;;;;;;140,950;4,340;0,007;140,950;3,432;0,008;140,950;2,915E-4;-0,497;140,950;-0,843;-1,005;140,950;-0,932;-1,009
;;;;;;141,000;-6,411;-0,684;;;;141,000;0,074;-0,026;141,000;-0,368;-0,754;141,000;4,429E-4;-0,617;141,000;4,373;0,049;141,000;-0,603;0,015;;;;;;;141,000;4,380;0,006;141,000;3,431;0,007;141,000;5,234E-4;-0,496;141,000;-0,844;-1,004;141,000;-0,924;-1,010
;;;;;;141,050;-6,415;-0,684;;;;141,050;0,075;-0,027;141,050;-0,367;-0,753;141,050;4,294E-4;-0,618;141,050;4,379;0,050;141,050;-0,603;0,015;;;;;;;141,050;4,398;0,007;141,050;3,432;0,008;141,050;3,281E-4;-0,497;141,050;-0,846;-1,005;141,050;-0,920;-1,008
;;;;;;141,100;-6,424;-0,684;;;;141,100;0,075;-0,025;141,100;-0,367;-0,754;141,100;3,477E-4;-0,617;141,100;4,383;0,049;141,100;-0,603;0,015;;;;;;;141,100;4,407;0,006;141,100;3,431;0,007;141,100;4,575E-4;-0,496;141,100;-0,847;-1,004;141,100;-0,917;-1,009
;;;;;;141,150;-6,430;-0,684;;;;141,150;0,076;-0,026;141,150;-0,367;-0,753;141,150;6,162E-4;-0,618;141,150;4,384;0,050;141,150;-0,603;0,015;;;;;;;141,150;4,418;0,007;141,150;3,432;0,008;141,150;5,283E-4;-0,497;141,150;-0,847;-1,005;141,150;-0,915;-1,008
;;;;;;141,200;-6,439;-0,684;;;;141,200;0,077;-0,025;141,200;-0,367;-0,753;141,200;6,895E-4;-0,617;141,200;4,384;0,049;141,200;-0,603;0,016;;;;;;;141,200;4,445;0,006;141,200;3,432;0,007;141,200;2,354E-4;-0,496;141,200;-0,849;-1,004;141,200;-0,914;-1,009
;;;;;;141,250;-6,453;-0,685;;;;141,250;0,078;-0,025;141,250;-0,367;-0,754;141,250;3,867E-4;-0,618;141,250;4,384;0,050;141,250;-0,602;0,015;;;;;;;141,250;4,467;0,007;141,250;3,432;0,008;141,250;4,612E-4;-0,497;141,250;-0,852;-1,006;141,250;-0,911;-1,007
;;;;;;141,300;-6,457;-0,684;;;;141,300;0,079;-0,024;141,300;-0,367;-0,754;141,300;2,048E-4;-0,617;141,300;4,404;0,049;141,300;-0,605;0,016;;;;;;;141,300;4,516;0,006;141,300;3,432;0,007;141,300;4,539E-4;-0,496;141,300;-0,853;-1,005;141,300;-0,908;-1,009
;;;;;;141,350;-6,470;-0,685;;;;141,350;0,080;-0,025;141,350;-0,366;-0,753;141,350;0,001;-0,572;141,350;4,399;0,050;141,350;-0,612;0,015;;;;;;;141,350;4,529;0,007;141,350;3,432;0,008;141,350;9,741E-5;-0,497;141,350;-0,853;-1,006;141,350;-0,903;-1,007
;;;;;;141,400;-6,476;-0,685;;;;141,400;0,080;-0,024;141,400;-0,366;-0,754;141,400;0,002;-0,390;141,400;4,399;0,049;141,400;-0,614;0,015;;;;;;;141,400;4,598;0,006;141,400;3,451;0,007;141,400;3,904E-4;-0,496;141,400;-0,855;-1,005;141,400;-0,901;-1,008
;;;;;;141,450;-6,493;-0,685;;;;141,450;0,080;-0,024;141,450;-0,364;-0,753;141,450;0,002;-0,127;141,450;4,399;0,050;141,450;-0,614;0,015;;;;;;;141,450;4,642;0,007;141,450;3,493;0,008;141,450;2,439E-4;-0,497;141,450;-0,857;-1,006;141,450;-0,898;-1,007
;;;;;;141,500;-6,495;-0,685;;;;141,500;0,082;-0,023;141,500;-0,362;-0,754;141,500;0,038;0,079;141,500;4,402;0,049;141,500;-0,615;0,015;;;;;;;141,500;4,667;0,006;141,500;3,499;0,007;141,500;2,817E-4;-0,496;141,500;-0,858;-1,005;141,500;-0,899;-1,008
;;;;;;141,550;-6,498;-0,685;;;;141,550;0,083;-0,023;141,550;-0,360;-0,753;141,550;0,011;0,055;141,550;4,430;0,050;141,550;-0,615;0,014;;;;;;;141,550;4,670;0,007;141,550;3,501;0,008;141,550;6,479E-4;-0,497;141,550;-0,858;-1,006;141,550;-0,900;-1,007
;;;;;;141,600;-6,498;-0,684;;;;141,600;0,084;-0,022;141,600;-0,360;-0,753;141,600;0,005;0,038;141,600;4,440;0,049;141,600;-0,616;0,015;;;;;;;141,600;4,678;0,006;141,600;3,521;0,007;141,600;4,001E-4;-0,496;141,600;-0,858;-1,005;141,600;-0,900;-1,008
;;;;;;141,650;-6,499;-0,685;;;;141,650;0,084;-0,023;141,650;-0,360;-0,753;141,650;0,005;0,039;141,650;4,441;0,051;141,650;-0,620;0,014;;;;;;;141,650;4,697;0,007;141,650;3,521;0,008;141,650;3,489E-4;-0,497;141,650;-0,858;-1,006;141,650;-0,900;-1,007
;;;;;;141,700;-6,499;-0,685;;;;141,700;0,084;-0,022;141,700;-0,359;-0,753;141,700;0,005;0,040;141,700;4,440;0,049;141,700;-0,623;0,014;;;;;;;141,700;4,709;0,006;141,700;3,532;0,007;141,700;3,464E-4;-0,496;141,700;-0,859;-1,005;141,700;-0,900;-1,008
;;;;;;141,750;-6,499;-0,685;;;;141,750;0,085;-0,023;141,750;-0,359;-0,753;141,750;0,005;0,038;141,750;4,443;0,050;141,750;-0,623;0,014;;;;;;;141,750;4,719;0,007;141,750;3,545;0,008;141,750;5,698E-4;-0,497;141,750;-0,858;-1,006;141,750;-0,899;-1,007
;;;;;;141,800;-6,499;-0,684;;;;141,800;0,085;-0,022;141,800;-0,359;-0,754;141,800;0,005;0,039;141,800;4,445;0,049;141,800;-0,624;0,014;;;;;;;141,800;4,722;0,006;141,800;3,546;0,007;141,800;7,212E-4;-0,495;141,800;-0,859;-1,005;141,800;-0,897;-1,008
;;;;;;141,850;-6,499;-0,685;;;;141,850;0,085;-0,023;141,850;-0,359;-0,753;141,850;0,006;0,039;141,850;4,445;0,050;141,850;-0,624;0,014;;;;;;;141,850;4,737;0,007;141,850;3,546;0,008;141,850;3,440E-4;-0,497;141,850;-0,859;-1,006;141,850;-0,893;-1,007
;;;;;;141,900;-6,499;-0,685;;;;141,900;0,087;-0,021;141,900;-0,359;-0,754;141,900;0,005;0,039;141,900;4,445;0,049;141,900;-0,624;0,014;;;;;;;141,900;4,743;0,006;141,900;3,548;0,007;141,900;3,159E-4;-0,496;141,900;-0,860;-1,005;141,900;-0,889;-1,008
;;;;;;141,950;-6,499;-0,685;;;;141,950;0,088;-0,022;141,950;-0,359;-0,753;141,950;0,005;0,038;141,950;4,445;0,050;141,950;-0,624;0,014;;;;;;;141,950;4,762;0,007;141,950;3,598;0,008;141,950;3,367E-4;-0,497;141,950;-0,861;-1,006;141,950;-0,884;-1,006
;;;;;;142,000;-6,499;-0,684;;;;142,000;0,088;-0,021;142,000;-0,359;-0,753;142,000;0,005;0,039;142,000;4,445;0,050;142,000;-0,625;0,014;;;;;;;142,000;4,773;0,006;142,000;3,603;0,007;142,000;1,353E-4;-0,496;142,000;-0,862;-1,005;142,000;-0,878;-1,007
;;;;;;142,050;-6,499;-0,685;;;;142,050;0,089;-0,022;142,050;-0,358;-0,753;142,050;0,005;0,038;142,050;4,444;0,050;142,050;-0,624;0,014;;;;;;;142,050;4,810;0,007;142,050;3,603;0,008;142,050;2,073E-4;-0,497;142,050;-0,863;-1,006;142,050;-0,871;-1,006
;;;;;;142,100;-6,499;-0,685;;;;142,100;0,088;-0,021;142,100;-0,358;-0,753;142,100;0,006;0,039;142,100;4,444;0,049;142,100;-0,625;0,013;;;;;;;142,100;4,851;0,006;142,100;3,603;0,007;142,100;1,267E-4;-0,496;142,100;-0,863;-1,005;142,100;-0,867;-1,007
;;;;;;142,150;-6,499;-0,685;;;;142,150;0,090;-0,021;142,150;-0,358;-0,753;142,150;0,005;0,038;142,150;4,445;0,051;142,150;-0,625;0,013;;;;;;;142,150;4,881;0,008;142,150;3,603;0,008;142,150;3,708E-4;-0,497;142,150;-0,865;-1,006;142,150;-0,864;-1,006
;;;;;;142,200;-6,499;-0,685;;;;142,200;0,090;-0,020;142,200;-0,357;-0,754;142,200;0,005;0,038;142,200;4,447;0,050;142,200;-0,625;0,014;;;;;;;142,200;4,905;0,007;142,200;3,623;0,007;142,200;2,000E-4;-0,496;142,200;-0,866;-1,005;142,200;-0,863;-1,007
;;;;;;142,250;-6,499;-0,685;;;;142,250;0,090;-0,021;142,250;-0,356;-0,753;142,250;0,006;0,040;142,250;4,446;0,051;142,250;-0,625;0,013;;;;;;;142,250;4,930;0,008;142,250;3,639;0,008;142,250;1,890E-4;-0,497;142,250;-0,867;-1,007;142,250;-0,863;-1,005
;;;;;;142,300;-6,499;-0,685;;;;142,300;0,091;-0,020;142,300;-0,356;-0,753;142,300;0,006;0,041;142,300;4,445;0,050;142,300;-0,629;0,014;;;;;;;142,300;4,944;0,006;142,300;3,639;0,007;142,300;2,036E-4;-0,496;142,300;-0,867;-1,005;142,300;-0,863;-1,007
;;;;;;142,350;-6,499;-0,685;;;;142,350;0,091;-0,021;142,350;-0,356;-0,753;142,350;0,006;0,040;142,350;4,445;0,050;142,350;-0,639;0,013;;;;;;;142,350;4,977;0,007;142,350;3,639;0,008;142,350;1,914E-4;-0,497;142,350;-0,867;-1,006;142,350;-0,863;-1,005
;;;;;;142,400;-6,499;-0,685;;;;142,400;0,091;-0,020;142,400;-0,356;-0,753;142,400;0,006;0,041;142,400;4,445;0,049;142,400;-0,642;0,013;;;;;;;142,400;4,993;0,006;142,400;3,639;0,007;142,400;2,683E-4;-0,496;142,400;-0,867;-1,005;142,400;-0,863;-1,007
;;;;;;142,450;-6,499;-0,685;;;;142,450;0,091;-0,021;142,450;-0,356;-0,753;142,450;0,006;0,040;142,450;4,445;0,051;142,450;-0,644;0,012;;;;;;;142,450;5,004;0,007;142,450;3,677;0,008;142,450;1,230E-4;-0,497;142,450;-0,867;-1,007;142,450;-0,862;-1,006
;;;;;;142,500;-6,499;-0,684;;;;142,500;0,092;-0,019;142,500;-0,356;-0,753;142,500;0,006;0,040;142,500;4,449;0,050;142,500;-0,644;0,013;;;;;;;142,500;5,017;0,006;142,500;3,684;0,007;142,500;1,841E-4;-0,496;142,500;-0,867;-1,005;142,500;-0,861;-1,006
;;;;;;142,550;-6,499;-0,685;;;;142,550;0,093;-0,020;142,550;-0,356;-0,753;142,550;0,006;0,040;142,550;4,479;0,051;142,550;-0,645;0,012;;;;;;;142,550;5,020;0,007;142,550;3,684;0,008;142,550;3,989E-4;-0,497;142,550;-0,868;-1,006;142,550;-0,861;-1,005
;;;;;;142,600;-6,499;-0,685;;;;142,600;0,094;-0,019;142,600;-0,355;-0,753;142,600;0,006;0,040;142,600;4,512;0,050;142,600;-0,645;0,013;;;;;;;142,600;5,053;0,006;142,600;3,698;0,007;142,600;3,000E-4;-0,496;142,600;-0,869;-1,005;142,600;-0,861;-1,007
;;;;;;142,650;-6,499;-0,685;;;;142,650;0,096;-0,020;142,650;-0,355;-0,753;142,650;0,006;0,040;142,650;4,542;0,051;142,650;-0,645;0,012;;;;;;;142,650;5,067;0,007;142,650;3,707;0,008;142,650;1,597E-4;-0,497;142,650;-0,869;-1,006;142,650;-0,861;-1,005
;;;;;;142,700;-6,499;-0,685;;;;142,700;0,099;-0,017;142,700;-0,355;-0,753;142,700;0,006;0,040;142,700;4,566;0,050;142,700;-0,646;0,012;;;;;;;142,700;5,072;0,006;142,700;3,727;0,007;142,700;3,013E-4;-0,496;142,700;-0,873;-1,006;142,700;-0,858;-1,006
;;;;;;142,750;-6,499;-0,685;;;;142,750;0,100;-0,018;142,750;-0,355;-0,753;142,750;0,008;0,044;142,750;4,583;0,052;142,750;-0,646;0,012;;;;;;;142,750;5,097;0,007;142,750;3,730;0,008;142,750;5,344E-4;-0,497;142,750;-0,875;-1,007;142,750;-0,856;-1,005
;;;;;;142,800;-6,499;-0,684;;;;142,800;0,101;-0,017;142,800;-0,354;-0,753;142,800;0,009;0,047;142,800;4,599;0,051;142,800;-0,651;0,012;;;;;;;142,800;5,133;0,007;142,800;3,733;0,008;142,800;4,905E-4;-0,496;142,800;-0,875;-1,006;142,800;-0,854;-1,006
;;;;;;142,850;-6,500;-0,685;;;;142,850;0,101;-0,018;142,850;-0,354;-0,753;142,850;0,010;0,049;142,850;4,611;0,051;142,850;-0,656;0,012;;;;;;;142,850;5,147;0,007;142,850;3,751;0,008;142,850;2,866E-4;-0,497;142,850;-0,877;-1,007;142,850;-0,853;-1,005
;;;;;;142,900;-6,500;-0,685;;;;142,900;0,102;-0,017;142,900;-0,354;-0,753;142,900;0,013;0,055;142,900;4,623;0,051;142,900;-0,657;0,011;;;;;;;142,900;5,153;0,006;142,900;3,751;0,007;142,900;6,907E-4;-0,495;142,900;-0,879;-1,006;142,900;-0,853;-1,007
;;;;;;142,950;-6,500;-0,685;;;;142,950;0,101;-0,018;142,950;-0,354;-0,753;142,950;0,013;0,054;142,950;4,640;0,052;142,950;-0,658;0,012;;;;;;;142,950;5,151;0,008;142,950;3,764;0,008;142,950;5,784E-4;-0,497;142,950;-0,881;-1,007;142,950;-0,851;-1,005
;;;;;;143,000;-6,500;-0,684;;;;143,000;0,102;-0,017;143,000;-0,353;-0,753;143,000;0,013;0,055;143,000;4,650;0,051;143,000;-0,658;0,012;;;;;;;143,000;5,092;0,006;143,000;3,784;0,007;143,000;3,367E-4;-0,496;143,000;-0,883;-1,006;143,000;-0,850;-1,006
;;;;;;143,050;-6,500;-0,685;;;;143,050;0,102;-0,017;143,050;-0,353;-0,753;143,050;0,012;0,054;143,050;4,658;0,052;143,050;-0,659;0,011;;;;;;;143,050;5,089;0,007;143,050;3,790;0,008;143,050;4,124E-4;-0,497;143,050;-0,884;-1,007;143,050;-0,847;-1,005
;;;;;;143,100;-6,499;-0,684;;;;143,100;0,102;-0,017;143,100;-0,353;-0,753;143,100;0,013;0,055;143,100;4,667;0,051;143,100;-0,662;0,011;;;;;;;143,100;5,089;0,006;143,100;3,810;0,008;143,100;5,356E-4;-0,496;143,100;-0,884;-1,006;143,100;-0,847;-1,006
;;;;;;143,150;-6,500;-0,685;;;;143,150;0,102;-0,018;143,150;-0,352;-0,753;143,150;0,013;0,055;143,150;4,670;0,052;143,150;-0,670;0,011;;;;;;;143,150;5,089;0,007;143,150;3,814;0,008;143,150;2,476E-4;-0,497;143,150;-0,885;-1,007;143,150;-0,847;-1,005
;;;;;;143,200;-6,503;-0,684;;;;143,200;0,102;-0,017;143,200;-0,352;-0,753;143,200;0,013;0,055;143,200;4,680;0,051;143,200;-0,672;0,011;;;;;;;143,200;5,089;0,007;143,200;3,834;0,008;143,200;5,759E-4;-0,495;143,200;-0,886;-1,006;143,200;-0,847;-1,006
;;;;;;143,250;-6,503;-0,685;;;;143,250;0,102;-0,017;143,250;-0,351;-0,753;143,250;0,013;0,055;143,250;4,693;0,052;143,250;-0,673;0,010;;;;;;;143,250;5,089;0,007;143,250;3,858;0,009;143,250;-1,978E-5;-0,497;143,250;-0,889;-1,008;143,250;-0,846;-1,005
;;;;;;143,300;-6,500;-0,685;;;;143,300;0,102;-0,017;143,300;-0,351;-0,753;143,300;0,013;0,055;143,300;4,709;0,051;143,300;-0,673;0,010;;;;;;;143,300;5,089;0,006;143,300;3,863;0,007;143,300;3,135E-4;-0,496;143,300;-0,890;-1,007;143,300;-0,846;-1,006
;;;;;;143,350;-6,499;-0,685;;;;143,350;0,102;-0,018;143,350;-0,352;-0,753;143,350;0,013;0,055;143,350;4,721;0,052;143,350;-0,674;0,010;;;;;;;143,350;5,089;0,007;143,350;3,863;0,008;143,350;3,330E-4;-0,497;143,350;-0,891;-1,008;143,350;-0,846;-1,005
;;;;;;143,400;-6,499;-0,684;;;;143,400;0,105;-0,016;143,400;-0,351;-0,753;143,400;0,013;0,056;143,400;4,724;0,051;143,400;-0,674;0,010;;;;;;;143,400;5,089;0,006;143,400;3,862;0,007;143,400;5,259E-4;-0,496;143,400;-0,893;-1,007;143,400;-0,846;-1,006
;;;;;;143,450;-6,499;-0,685;;;;143,450;0,106;-0,016;143,450;-0,351;-0,753;143,450;0,013;0,056;143,450;4,730;0,052;143,450;-0,677;0,010;;;;;;;143,450;5,089;0,007;143,450;3,878;0,009;143,450;6,675E-4;-0,497;143,450;-0,893;-1,008;143,450;-0,846;-1,005
;;;;;;143,500;-6,499;-0,684;;;;143,500;0,109;-0,015;143,500;-0,351;-0,753;143,500;0,014;0,058;143,500;4,735;0,051;143,500;-0,680;0,010;;;;;;;143,500;5,089;0,006;143,500;3,889;0,007;143,500;4,319E-4;-0,496;143,500;-0,895;-1,007;143,500;-0,844;-1,005
;;;;;;143,550;-6,499;-0,685;;;;143,550;0,111;-0,015;143,550;-0,350;-0,753;143,550;0,016;0,059;143,550;4,742;0,052;143,550;-0,680;0,010;;;;;;;143,550;5,089;0,007;143,550;3,892;0,009;143,550;3,684E-4;-0,497;143,550;-0,896;-1,008;143,550;-0,842;-1,004
;;;;;;143,600;-6,499;-0,684;;;;143,600;0,112;-0,014;143,600;-0,350;-0,753;143,600;0,016;0,060;143,600;4,746;0,051;143,600;-0,683;0,010;;;;;;;143,600;5,093;0,007;143,600;3,896;0,007;143,600;3,416E-4;-0,496;143,600;-0,897;-1,007;143,600;-0,838;-1,005
;;;;;;143,650;-6,502;-0,685;;;;143,650;0,112;-0,015;143,650;-0,349;-0,753;143,650;0,016;0,060;143,650;4,749;0,052;143,650;-0,688;0,010;;;;;;;143,650;5,093;0,007;143,650;3,900;0,008;143,650;3,477E-4;-0,497;143,650;-0,899;-1,008;143,650;-0,834;-1,004
;;;;;;143,700;-6,503;-0,684;;;;143,700;0,112;-0,014;143,700;-0,349;-0,753;143,700;0,016;0,060;143,700;4,755;0,051;143,700;-0,689;0,010;;;;;;;143,700;5,092;0,007;143,700;3,910;0,008;143,700;4,148E-4;-0,496;143,700;-0,900;-1,007;143,700;-0,833;-1,005
;;;;;;143,750;-6,503;-0,685;;;;143,750;0,112;-0,015;143,750;-0,350;-0,753;143,750;0,016;0,060;143,750;4,761;0,053;143,750;-0,689;0,009;;;;;;;143,750;5,108;0,007;143,750;3,930;0,009;143,750;2,561E-4;-0,497;143,750;-0,901;-1,009;143,750;-0,832;-1,004
;;;;;;143,800;-6,503;-0,684;;;;143,800;0,112;-0,014;143,800;-0,349;-0,753;143,800;0,016;0,061;143,800;4,764;0,052;143,800;-0,690;0,009;;;;;;;143,800;5,118;0,007;143,800;3,931;0,008;143,800;6,382E-4;-0,495;143,800;-0,902;-1,007;143,800;-0,832;-1,005
;;;;;;143,850;-6,503;-0,685;;;;143,850;0,112;-0,015;143,850;-0,349;-0,753;143,850;0,017;0,061;143,850;4,770;0,053;143,850;-0,690;0,009;;;;;;;143,850;5,135;0,007;143,850;3,946;0,009;143,850;3,452E-4;-0,497;143,850;-0,903;-1,009;143,850;-0,831;-1,004
;;;;;;143,900;-6,503;-0,684;;;;143,900;0,114;-0,014;143,900;-0,349;-0,753;143,900;0,018;0,062;143,900;4,776;0,051;143,900;-0,692;0,009;;;;;;;143,900;5,152;0,006;143,900;3,949;0,008;143,900;3,232E-4;-0,496;143,900;-0,905;-1,008;143,900;-0,830;-1,005
