Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13	Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14	Zeit (s) Messreihe #15	Spannung, Ch A (V) Messreihe #15	Spannung, Ch B (V) Messreihe #15	Zeit (s) Messreihe #16	Spannung, Ch A (V) Messreihe #16	Spannung, Ch B (V) Messreihe #16	Zeit (s) Messreihe #17	Spannung, Ch A (V) Messreihe #17	Spannung, Ch B (V) Messreihe #17	Zeit (s) Messreihe #18	Spannung, Ch A (V) Messreihe #18	Spannung, Ch B (V) Messreihe #18	Zeit (s) Messreihe #19	Spannung, Ch A (V) Messreihe #19	Spannung, Ch B (V) Messreihe #19	Zeit (s) Messreihe #20	Spannung, Ch A (V) Messreihe #20	Spannung, Ch B (V) Messreihe #20	Zeit (s) Messreihe #21	Spannung, Ch A (V) Messreihe #21	Spannung, Ch B (V) Messreihe #21	Zeit (s) Messreihe #22	Spannung, Ch A (V) Messreihe #22	Spannung, Ch B (V) Messreihe #22	Zeit (s) Messreihe #23	Spannung, Ch A (V) Messreihe #23	Spannung, Ch B (V) Messreihe #23	Zeit (s) Messreihe #24	Spannung, Ch A (V) Messreihe #24	Spannung, Ch B (V) Messreihe #24	Zeit (s) Messreihe #25	Spannung, Ch A (V) Messreihe #25	Spannung, Ch B (V) Messreihe #25	Zeit (s) Messreihe #26	Spannung, Ch A (V) Messreihe #26	Spannung, Ch B (V) Messreihe #26	Zeit (s) Messreihe #27	Spannung, Ch A (V) Messreihe #27	Spannung, Ch B (V) Messreihe #27	Zeit (s) Messreihe #28	Spannung, Ch A (V) Messreihe #28	Spannung, Ch B (V) Messreihe #28	Zeit (s) Messreihe #29	Spannung, Ch A (V) Messreihe #29	Spannung, Ch B (V) Messreihe #29	Zeit (s) Messreihe #30	Spannung, Ch A (V) Messreihe #30	Spannung, Ch B (V) Messreihe #30	Zeit (s) Messreihe #31	Spannung, Ch A (V) Messreihe #31	Spannung, Ch B (V) Messreihe #31	Zeit (s) Messreihe #32	Spannung, Ch A (V) Messreihe #32	Spannung, Ch B (V) Messreihe #32	Zeit (s) Messreihe #33	Spannung, Ch A (V) Messreihe #33	Spannung, Ch B (V) Messreihe #33	Zeit (s) Messreihe #34	Spannung, Ch A (V) Messreihe #34	Spannung, Ch B (V) Messreihe #34	Zeit (s) Messreihe #35	Spannung, Ch A (V) Messreihe #35	Spannung, Ch B (V) Messreihe #35	Zeit (s) Messreihe #36	Spannung, Ch A (V) Messreihe #36	Spannung, Ch B (V) Messreihe #36
									25,250	6,928	1,186	25,250	6,950	9,991	25,250	6,925	9,991	25,250	6,989	9,991	25,250	7,188	9,991	25,250	7,141	9,991	25,250	7,082	9,991	25,250	7,033	8,720	25,250	7,064	9,991	25,250	7,200	7,380	25,250	7,166	9,991	25,250	7,133	9,991	25,250	7,148	9,991	25,250	7,138	9,991	25,250	7,123	2,679	25,250	7,165	2,820				25,250	7,123	2,633	25,250	6,992	2,139	25,250	7,144	2,757	25,250	7,096	2,539																																				
									25,300	6,942	1,195	25,300	6,964	9,991	25,300	6,940	9,991	25,300	7,004	9,991	25,300	7,202	9,991	25,300	7,155	9,991	25,300	7,097	9,991	25,300	7,048	8,825	25,300	7,077	9,991	25,300	7,214	7,457	25,300	7,180	9,991	25,300	7,147	9,991	25,300	7,162	9,991	25,300	7,153	9,991	25,300	7,137	2,691	25,300	7,179	2,926				25,300	7,137	2,738	25,300	7,006	2,235	25,300	7,158	2,793	25,300	7,110	2,599																																				
									25,350	6,957	1,207	25,350	6,978	9,991	25,350	6,954	9,991	25,350	7,018	9,991	25,350	7,216	9,991	25,350	7,170	9,991	25,350	7,111	9,991	25,350	7,062	9,048	25,350	7,092	9,991	25,350	7,228	7,639	25,350	7,193	9,991	25,350	7,162	9,991	25,350	7,176	9,991	25,350	7,166	9,991	25,350	7,151	2,802	25,350	7,193	2,945				25,350	7,151	2,755	25,350	7,021	2,242	25,350	7,172	2,881	25,350	7,124	2,656																																				
									25,400	6,971	1,216	25,400	6,992	9,991	25,400	6,968	9,991	25,400	7,032	9,991	25,400	7,230	9,991	25,400	7,184	9,991	25,400	7,126	9,991	25,400	7,076	9,156	25,400	7,106	9,991	25,400	7,243	7,714	25,400	7,208	9,991	25,400	7,176	9,991	25,400	7,190	9,991	25,400	7,181	9,991	25,400	7,166	2,816	25,400	7,207	3,051				25,400	7,165	2,862	25,400	7,035	2,339	25,400	7,186	2,918	25,400	7,138	2,720																																				
									25,450	6,985	1,228	25,450	7,007	9,991	25,450	6,982	9,991	25,450	7,046	9,991	25,450	7,245	9,991	25,450	7,197	9,991	25,450	7,140	9,991	25,450	7,090	9,380	25,450	7,120	9,991	25,450	7,257	7,896	25,450	7,222	9,991	25,450	7,189	9,991	25,450	7,203	9,991	25,450	7,194	9,991	25,450	7,180	2,928	25,450	7,221	3,070				25,450	7,180	2,880	25,450	7,049	2,347	25,450	7,200	3,005	25,450	7,153	2,780																																				
									25,500	6,999	1,237	25,500	7,021	9,991	25,500	6,997	9,991	25,500	7,061	9,991	25,500	7,259	9,991	25,500	7,211	9,991	25,500	7,154	9,991	25,500	7,105	9,491	25,500	7,135	9,991	25,500	7,272	7,967	25,500	7,236	9,991	25,500	7,203	9,991	25,500	7,218	9,991	25,500	7,208	9,991	25,500	7,193	2,941	25,500	7,235	3,176				25,500	7,193	2,987	25,500	7,063	2,447	25,500	7,214	3,044	25,500	7,167	2,842																																				
									25,550	7,013	1,249	25,550	7,035	9,991	25,550	7,011	9,991	25,550	7,075	9,991	25,550	7,273	9,991	25,550	7,226	9,991	25,550	7,168	9,991	25,550	7,119	9,720	25,550	7,148	9,991	25,550	7,285	8,148	25,550	7,250	9,991	25,550	7,217	9,991	25,550	7,232	9,991	25,550	7,222	9,991	25,550	7,207	3,054	25,550	7,250	3,195				25,550	7,207	3,005	25,550	7,078	2,456	25,550	7,228	3,131	25,550	7,181	2,905																																				
									25,600	7,028	1,260	25,600	7,049	9,991	25,600	7,025	9,991	25,600	7,089	9,991	25,600	7,288	9,991	25,600	7,240	9,991	25,600	7,182	9,991	25,600	7,133	9,815	25,600	7,163	9,991	25,600	7,300	8,220	25,600	7,264	9,991	25,600	7,232	9,991	25,600	7,247	9,991	25,600	7,237	9,991	25,600	7,222	3,066	25,600	7,264	3,302				25,600	7,221	3,113	25,600	7,091	2,557	25,600	7,242	3,168	25,600	7,195	2,966																																				
									25,650	7,042	1,272	25,650	7,063	9,991	25,650	7,039	9,991	25,650	7,103	9,991	25,650	7,302	9,991	25,650	7,254	9,991	25,650	7,196	9,991	25,650	7,147	9,951	25,650	7,177	9,991	25,650	7,314	8,403	25,650	7,279	9,991	25,650	7,246	9,991	25,650	7,260	9,991	25,650	7,251	9,991	25,650	7,236	3,181	25,650	7,278	3,319				25,650	7,236	3,130	25,650	7,106	2,569	25,650	7,257	3,254	25,650	7,209	3,032																																				
									25,700	7,056	1,282	25,700	7,078	9,991	25,700	7,053	9,991	25,700	7,117	9,991	25,700	7,316	9,991	25,700	7,268	9,991	25,700	7,211	9,991	25,700	7,161	9,986	25,700	7,191	9,991	25,700	7,328	8,478	25,700	7,293	9,991	25,700	7,260	9,991	25,700	7,275	9,991	25,700	7,265	9,991	25,700	7,250	3,191	25,700	7,292	3,427				25,700	7,250	3,238	25,700	7,120	2,674	25,700	7,271	3,292	25,700	7,223	3,091																																				
									25,750	7,070	1,295	25,750	7,092	9,991	25,750	7,068	9,991	25,750	7,132	9,991	25,750	7,330	9,991	25,750	7,283	9,991	25,750	7,225	9,991	25,750	7,176	9,991	25,750	7,205	9,991	25,750	7,342	8,663	25,750	7,307	9,991	25,750	7,274	9,991	25,750	7,289	9,991	25,750	7,280	9,991	25,750	7,264	3,306	25,750	7,306	3,446				25,750	7,264	3,254	25,750	7,135	2,690	25,750	7,285	3,378	25,750	7,237	3,157																																				
									25,800	7,084	1,307	25,800	7,106	9,991	25,800	7,082	9,991	25,800	7,146	9,991	25,800	7,345	9,991	25,800	7,297	9,991	25,800	7,239	9,991	25,800	7,189	9,991	25,800	7,219	9,991	25,800	7,357	8,740	25,800	7,321	9,991	25,800	7,289	9,991	25,800	7,303	9,991	25,800	7,294	9,991	25,800	7,278	3,315	25,800	7,321	3,556				25,800	7,278	3,363	25,800	7,149	2,796	25,800	7,300	3,418	25,800	7,252	3,217																																				
									25,850	7,099	1,319	25,850	7,120	9,991	25,850	7,096	9,991	25,850	7,160	9,991	25,850	7,359	9,991	25,850	7,311	9,991	25,850	7,253	9,991	25,850	7,203	9,991	25,850	7,233	9,991	25,850	7,371	8,926	25,850	7,336	9,991	25,850	7,302	9,991	25,850	7,317	9,991	25,850	7,308	9,991	25,850	7,292	3,432	25,850	7,335	3,577				25,850	7,292	3,380	25,850	7,163	2,814	25,850	7,313	3,506	25,850	7,266	3,282																																				
									25,900	7,113	1,330	25,900	7,135	9,991	25,900	7,110	9,991	25,900	7,174	9,991	25,900	7,374	9,991	25,900	7,325	9,991	25,900	7,267	9,991	25,900	7,218	9,991	25,900	7,247	9,991	25,900	7,385	9,004	25,900	7,350	9,991	25,900	7,317	9,991	25,900	7,331	9,991	25,900	7,322	9,991	25,900	7,307	3,442	25,900	7,349	3,687				25,900	7,307	3,491	25,900	7,177	2,921	25,900	7,328	3,549	25,900	7,280	3,342																																				
									25,950	7,127	1,342	25,950	7,149	9,991	25,950	7,125	9,991	25,950	7,188	9,991	25,950	7,388	9,991	25,950	7,340	9,991	25,950	7,282	9,991	25,950	7,232	9,991	25,950	7,262	9,991	25,950	7,400	9,191	25,950	7,364	9,991	25,950	7,331	9,991	25,950	7,346	9,991	25,950	7,336	9,991	25,950	7,321	3,562	25,950	7,363	3,708				25,950	7,321	3,509	25,950	7,191	2,940	25,950	7,342	3,637	25,950	7,294	3,407																																				
									26,000	7,141	1,353	26,000	7,163	9,991	26,000	7,139	9,991	26,000	7,202	9,991	26,000	7,402	9,991	26,000	7,354	9,991	26,000	7,296	9,991	26,000	7,246	9,991	26,000	7,276	9,991	26,000	7,413	9,264	26,000	7,378	9,991	26,000	7,346	9,991	26,000	7,360	9,991	26,000	7,351	9,991	26,000	7,335	3,572	26,000	7,378	3,817				26,000	7,335	3,621	26,000	7,205	3,048	26,000	7,356	3,681	26,000	7,308	3,468																																				
									26,050	7,155	1,364	26,050	7,177	9,991	26,050	7,153	9,991	26,050	7,216	9,991	26,050	7,417	9,991	26,050	7,368	9,991	26,050	7,310	9,991	26,050	7,260	9,991	26,050	7,290	9,991	26,050	7,428	9,448	26,050	7,393	9,991	26,050	7,360	9,991	26,050	7,374	9,991	26,050	7,365	9,991	26,050	7,349	3,693	26,050	7,392	3,839				26,050	7,350	3,640	26,050	7,219	3,066	26,050	7,370	3,767	26,050	7,323	3,537																																				
									26,100	7,169	1,376	26,100	7,191	9,991	26,100	7,167	9,991	26,100	7,230	9,991	26,100	7,431	9,991	26,100	7,382	9,991	26,100	7,325	9,991	26,100	7,274	9,991	26,100	7,304	9,991	26,100	7,442	9,520	26,100	7,407	9,991	26,100	7,374	9,991	26,100	7,388	9,991	26,100	7,379	9,991	26,100	7,364	3,702	26,100	7,406	3,946				26,100	7,363	3,752	26,100	7,234	3,175	26,100	7,384	3,811	26,100	7,337	3,601																																				
									26,150	7,184	1,388	26,150	7,204	9,991	26,150	7,181	9,991	26,150	7,244	9,991	26,150	7,445	9,991	26,150	7,397	9,991	26,150	7,339	9,991	26,150	7,289	9,991	26,150	7,319	9,991	26,150	7,456	9,702	26,150	7,421	9,991	26,150	7,388	9,991	26,150	7,402	9,991	26,150	7,393	9,991	26,150	7,378	3,825	26,150	7,420	3,966				26,150	7,378	3,770	26,150	7,247	3,191	26,150	7,399	3,897	26,150	7,351	3,669																																				
									26,200	7,197	1,400	26,200	7,219	9,991	26,200	7,195	9,991	26,200	7,258	9,991	26,200	7,459	9,991	26,200	7,411	9,991	26,200	7,353	9,991	26,200	7,303	9,991	26,200	7,333	9,991	26,200	7,470	9,764	26,200	7,435	9,991	26,200	7,402	9,991	26,200	7,417	9,991	26,200	7,407	9,991	26,200	7,392	3,833	26,200	7,434	4,072				26,200	7,392	3,883	26,200	7,261	3,299	26,200	7,413	3,939	26,200	7,365	3,733																																				
									26,250	7,211	1,412	26,250	7,233	9,991	26,250	7,209	9,991	26,250	7,273	9,991	26,250	7,474	9,991	26,250	7,425	9,991	26,250	7,367	9,991	26,250	7,317	9,991	26,250	7,347	9,991	26,250	7,485	9,896	26,250	7,449	9,991	26,250	7,416	9,991	26,250	7,431	9,991	26,250	7,421	9,991	26,250	7,406	3,954	26,250	7,449	4,091				26,250	7,406	3,899	26,250	7,276	3,315	26,250	7,427	4,024	26,250	7,380	3,800																																				
									26,300	7,225	1,425	26,300	7,247	9,991	26,300	7,223	9,991	26,300	7,287	9,991	26,300	7,488	9,991	26,300	7,439	9,991	26,300	7,381	9,991	26,300	7,331	9,991	26,300	7,362	9,991	26,300	7,498	9,930	26,300	7,463	9,991	26,300	7,431	9,991	26,300	7,445	9,991	26,300	7,436	9,991	26,300	7,421	3,962	26,300	7,463	4,196				26,300	7,421	4,010	26,300	7,290	3,425	26,300	7,442	4,065	26,300	7,394	3,862																																				
									26,350	7,240	1,437	26,350	7,262	9,991	26,350	7,237	9,991	26,350	7,301	9,991	26,350	7,502	9,991	26,350	7,453	9,991	26,350	7,396	9,991	26,350	7,346	9,991	26,350	7,375	9,991	26,350	7,513	9,983	26,350	7,477	9,991	26,350	7,445	9,991	26,350	7,459	9,991	26,350	7,450	9,991	26,350	7,435	4,082	26,350	7,477	4,215				26,350	7,435	4,025	26,350	7,304	3,443	26,350	7,456	4,148	26,350	7,408	3,929																																				
									26,400	7,254	1,450	26,400	7,276	9,991	26,400	7,252	9,991	26,400	7,315	9,991	26,400	7,516	9,991	26,400	7,468	9,991	26,400	7,410	9,991	26,400	7,360	9,991	26,400	7,390	9,991	26,400	7,527	9,992	26,400	7,492	9,991	26,400	7,459	9,991	26,400	7,473	9,991	26,400	7,464	9,991	26,400	7,449	4,087	26,400	7,491	4,318				26,400	7,449	4,135	26,400	7,318	3,553	26,400	7,470	4,189	26,400	7,422	3,988																																				
									26,450	7,268	1,462	26,450	7,290	9,991	26,450	7,266	9,991	26,450	7,329	9,991	26,450	7,530	9,991	26,450	7,482	9,991	26,450	7,425	9,991	26,450	7,374	9,991	26,450	7,404	9,991	26,450	7,541	9,991	26,450	7,506	9,991	26,450	7,473	9,991	26,450	7,488	9,991	26,450	7,478	9,991	26,450	7,463	4,206	26,450	7,505	4,335				26,450	7,463	4,148	26,450	7,333	3,572	26,450	7,484	4,270	26,450	7,436	4,056																																				
									26,500	7,282	1,477	26,500	7,304	9,991	26,500	7,280	9,991	26,500	7,344	9,991	26,500	7,545	9,991	26,500	7,496	9,991	26,500	7,439	9,991	26,500	7,388	9,991	26,500	7,418	9,991	26,500	7,556	9,991	26,500	7,520	9,991	26,500	7,487	9,991	26,500	7,501	9,991	26,500	7,492	9,991	26,500	7,477	4,209	26,500	7,519	4,437				26,500	7,477	4,257	26,500	7,347	3,685	26,500	7,498	4,311	26,500	7,451	4,114																																				
									26,550	7,296	1,489	26,550	7,318	9,991	26,550	7,294	9,991	26,550	7,358	9,991				26,550	7,510	9,991	26,550	7,453	9,991	26,550	7,402	9,991	26,550	7,432	9,991	26,550	7,569	9,991	26,550	7,534	9,991	26,550	7,502	9,991	26,550	7,516	9,991	26,550	7,506	9,991	26,550	7,491	4,328	26,550	7,533	4,452				26,550	7,491	4,269	26,550	7,361	3,704	26,550	7,513	4,389	26,550	7,465	4,180																																				
									26,600	7,311	1,503	26,600	7,332	9,991	26,600	7,308	9,991	26,600	7,372	9,991				26,600	7,524	9,991	26,600	7,467	9,991	26,600	7,416	9,991	26,600	7,446	9,991	26,600	7,584	9,991	26,600	7,548	9,991	26,600	7,516	9,991	26,600	7,530	9,991	26,600	7,520	9,991	26,600	7,505	4,330	26,600	7,548	4,552				26,600	7,506	4,378	26,600	7,375	3,815	26,600	7,526	4,429	26,600	7,479	4,235																																				
									26,650	7,325	1,514	26,650	7,347	9,991	26,650	7,322	9,991	26,650	7,386	9,991				26,650	7,539	9,991	26,650	7,481	9,991	26,650	7,431	9,991	26,650	7,460	9,991	26,650	7,598	9,991	26,650	7,562	9,991	26,650	7,530	9,991	26,650	7,544	9,991	26,650	7,535	9,991	26,650	7,519	4,448	26,650	7,562	4,565				26,650	7,520	4,388	26,650	7,390	3,834	26,650	7,541	4,504	26,650	7,493	4,300																																				
									26,700	7,339	1,528	26,700	7,361	9,991	26,700	7,337	9,991	26,700	7,400	9,991				26,700	7,553	9,991	26,700	7,496	9,991	26,700	7,445	9,991	26,700	7,475	9,991	26,700	7,612	9,991	26,700	7,576	9,991	26,700	7,544	9,991	26,700	7,558	9,991	26,700	7,549	9,991	26,700	7,534	4,448	26,700	7,576	4,662				26,700	7,534	4,494	26,700	7,404	3,944	26,700	7,555	4,542	26,700	7,507	4,352																																				
									26,750	7,353	1,540	26,750	7,375	9,991	26,750	7,351	9,991	26,750	7,414	9,991				26,750	7,567	9,991	26,750	7,510	9,991	26,750	7,459	9,991	26,750	7,489	9,991	26,750	7,626	9,991	26,750	7,591	9,991				26,750	7,572	9,991	26,750	7,563	9,991	26,750	7,548	4,563	26,750	7,590	4,673				26,750	7,548	4,502	26,750	7,418	3,962	26,750	7,569	4,614	26,750	7,522	4,418																																				
									26,800	7,367	1,555	26,800	7,389	9,991	26,800	7,365	9,991	26,800	7,429	9,991				26,800	7,581	9,991	26,800	7,524	9,991	26,800	7,473	9,991	26,800	7,503	9,991	26,800	7,640	9,991	26,800	7,605	9,991				26,800	7,587	9,991	26,800	7,577	9,991	26,800	7,562	4,561	26,800	7,604	4,767				26,800	7,562	4,606	26,800	7,432	4,071	26,800	7,583	4,651	26,800	7,536	4,469																																				
									26,850	7,381	1,567	26,850	7,403	9,991	26,850	7,379	9,991	26,850	7,443	9,991				26,850	7,596	9,991	26,850	7,538	9,991	26,850	7,488	9,991	26,850	7,517	9,991	26,850	7,655	9,991	26,850	7,619	9,991				26,850	7,601	9,991	26,850	7,591	9,991	26,850	7,576	4,673	26,850	7,619	4,776				26,850	7,576	4,614	26,850	7,446	4,088	26,850	7,598	4,718	26,850	7,550	4,532																																				
									26,900	7,395	1,583	26,900	7,417	9,991	26,900	7,393	9,991	26,900	7,457	9,991				26,900	7,610	9,991	26,900	7,552	9,991	26,900	7,502	9,991	26,900	7,531	9,991	26,900	7,669	9,991	26,900	7,633	9,991				26,900	7,615	9,991	26,900	7,605	9,991	26,900	7,590	4,668	26,900	7,633	4,866				26,900	7,591	4,718	26,900	7,460	4,194	26,900	7,612	4,752	26,900	7,564	4,581																																				
									26,950	7,410	1,595	26,950	7,432	9,991	26,950	7,407	9,991	26,950	7,471	9,991				26,950	7,624	9,991	26,950	7,567	9,991	26,950	7,515	9,991	26,950	7,546	9,991	26,950	7,683	9,991	26,950	7,648	9,991							26,950	7,620	9,991	26,950	7,604	4,779	26,950	7,647	4,872				26,950	7,605	4,721	26,950	7,474	4,211	26,950	7,626	4,818	26,950	7,578	4,641																																				
									27,000	7,423	1,611	27,000	7,446	9,991	27,000	7,422	9,991	27,000	7,485	9,991				27,000	7,638	9,991	27,000	7,581	9,991	27,000	7,530	9,991	27,000	7,559	9,991	27,000	7,697	9,991	27,000	7,662	9,991							27,000	7,634	9,991	27,000	7,618	4,771	27,000	7,661	4,959				27,000	7,619	4,819	27,000	7,489	4,316	27,000	7,640	4,851	27,000	7,593	4,689																																				
									27,050	7,438	1,622	27,050	7,460	9,991	27,050	7,436	9,991	27,050	7,499	9,991				27,050	7,652	9,991	27,050	7,595	9,991	27,050	7,544	9,991	27,050	7,574	9,991	27,050	7,712	9,991	27,050	7,676	9,991							27,050	7,648	9,991	27,050	7,633	4,879	27,050	7,675	4,963				27,050	7,633	4,820	27,050	7,503	4,331	27,050	7,654	4,913	27,050	7,607	4,746																																				
									27,100	7,452	1,639	27,100	7,474	9,991	27,100	7,450	9,991	27,100	7,513	9,991				27,100	7,666	9,991	27,100	7,609	9,991	27,100	7,558	9,991	27,100	7,588	9,991	27,100	7,726	9,991	27,100	7,690	9,991							27,100	7,662	9,991	27,100	7,647	4,868	27,100	7,690	5,048				27,100	7,647	4,915	27,100	7,517	4,435	27,100	7,669	4,943	27,100	7,621	4,791																																				
									27,150	7,466	1,650	27,150	7,488	9,991	27,150	7,464	9,991	27,150	7,528	9,991				27,150	7,680	9,991	27,150	7,624	9,991	27,150	7,572	9,991	27,150	7,602	9,991	27,150	7,740	9,991	27,150	7,704	9,991							27,150	7,676	9,991	27,150	7,661	4,974	27,150	7,704	5,049				27,150	7,661	4,913	27,150	7,531	4,449	27,150	7,683	5,003	27,150	7,635	4,846																																				
									27,200	7,480	1,667	27,200	7,502	9,991	27,200	7,478	9,991	27,200	7,542	9,991				27,200	7,695	9,991	27,200	7,638	9,991	27,200	7,586	9,991	27,200	7,616	9,991	27,200	7,754	9,991	27,200	7,718	9,991							27,200	7,690	9,991	27,200	7,675	4,958	27,200	7,718	5,130				27,200	7,676	5,007	27,200	7,545	4,551	27,200	7,697	5,030	27,200	7,649	4,888																																				
									27,250	7,495	1,678	27,250	7,516	9,991	27,250	7,493	9,991	27,250	7,556	9,991				27,250	7,709	9,991	27,250	7,652	9,991	27,250	7,601	9,991	27,250	7,630	9,991	27,250	7,768	9,991	27,250	7,733	9,991							27,250	7,704	9,991	27,250	7,689	5,061	27,250	7,732	5,128				27,250	7,690	5,001	27,250	7,560	4,564	27,250	7,711	5,087	27,250	7,663	4,942																																				
									27,300	7,509	1,696	27,300	7,530	9,991	27,300	7,507	9,991	27,300	7,570	9,991				27,300	7,723	9,991	27,300	7,666	9,991	27,300	7,615	9,991	27,300	7,645	9,991	27,300	7,782	9,991	27,300	7,747	9,991							27,300	7,718	9,991	27,300	7,704	5,045	27,300	7,746	5,204				27,300	7,704	5,093	27,300	7,574	4,662	27,300	7,725	5,112	27,300	7,678	4,981																																				
									27,350	7,523	1,707	27,350	7,545	9,991	27,350	7,521	9,991	27,350	7,584	9,991				27,350	7,737	9,991	27,350	7,680	9,991	27,350	7,629	9,991	27,350	7,659	9,991	27,350	7,797	9,991	27,350	7,761	9,991							27,350	7,733	9,991	27,350	7,718	5,144	27,350	7,761	5,200				27,350	7,718	5,084	27,350	7,588	4,672	27,350	7,739	5,165	27,350	7,692	5,031																																				
									27,400	7,537	1,725	27,400	7,559	9,991	27,400	7,535	9,991	27,400	7,598	9,991				27,400	7,752	9,991	27,400	7,695	9,991	27,400	7,643	9,991	27,400	7,673	9,991	27,400	7,810	9,991	27,400	7,775	9,991							27,400	7,747	9,991	27,400	7,732	5,125	27,400	7,775	5,273				27,400	7,732	5,171	27,400	7,602	4,768	27,400	7,753	5,185	27,400	7,706	5,065																																				
									27,450	7,551	1,736	27,450	7,573	9,991	27,450	7,549	9,991	27,450	7,612	9,991				27,450	7,766	9,991	27,450	7,709	9,991	27,450	7,657	9,991	27,450	7,687	9,991	27,450	7,824	9,991	27,450	7,789	9,991							27,450	7,761	9,991	27,450	7,746	5,220	27,450	7,789	5,265				27,450	7,746	5,159	27,450	7,616	4,776	27,450	7,768	5,234	27,450	7,721	5,114																																				
									27,500	7,565	1,755	27,500	7,587	9,991	27,500	7,563	9,991	27,500	7,627	9,991				27,500	7,780	9,991	27,500	7,723	9,991	27,500	7,672	9,991	27,500	7,701	9,991	27,500	7,838	9,991	27,500	7,803	9,991							27,500	7,775	9,991	27,500	7,760	5,196	27,500	7,803	5,336				27,500	7,761	5,242	27,500	7,630	4,869	27,500	7,782	5,253	27,500	7,735	5,145																																				
									27,550	7,579	1,766	27,550	7,601	9,991	27,550	7,577	9,991	27,550	7,641	9,991				27,550	7,794	9,991	27,550	7,738	9,991	27,550	7,686	9,991	27,550	7,716	9,991	27,550	7,853	9,991	27,550	7,817	9,991							27,550	7,789	9,991	27,550	7,775	5,289	27,550	7,816	5,327				27,550	7,775	5,228	27,550	7,644	4,873	27,550	7,796	5,296	27,550	7,748	5,190																																				
									27,600	7,593	1,785	27,600	7,616	9,991	27,600	7,591	9,991	27,600	7,655	9,991				27,600	7,808	9,991	27,600	7,752	9,991	27,600	7,700	9,991	27,600	7,730	9,991	27,600	7,865	9,991	27,600	7,831	9,991							27,600	7,803	9,991	27,600	7,789	5,262	27,600	7,830	5,397				27,600	7,789	5,307	27,600	7,659	4,962	27,600	7,810	5,316	27,600	7,763	5,215																																				
									27,650	7,607	1,797	27,650	7,629	9,991	27,650	7,606	9,991	27,650	7,669	9,991				27,650	7,822	9,991	27,650	7,766	9,991	27,650	7,714	9,991	27,650	7,744	9,991	27,650	7,868	9,991	27,650	7,845	9,991							27,650	7,817	9,991	27,650	7,803	5,351	27,650	7,845	5,393				27,650	7,803	5,288	27,650	7,673	4,965	27,650	7,824	5,357	27,650	7,777	5,258																																				
									27,700	7,622	1,816	27,700	7,644	9,991	27,700	7,620	9,991	27,700	7,683	9,991				27,700	7,836	9,991	27,700	7,780	9,991	27,700	7,728	9,991	27,700	7,759	9,991	27,700	7,868	9,991	27,700	7,859	9,991							27,700	7,831	9,991	27,700	7,816	5,321	27,700	7,859	5,469				27,700	7,817	5,365	27,700	7,687	5,052	27,700	7,838	5,378	27,700	7,791	5,278																																				
									27,750	7,636	1,828	27,750	7,658	9,991	27,750	7,634	9,991	27,750	7,697	9,991				27,750	7,850	9,991	27,750	7,795	9,991	27,750	7,743	9,991	27,750	7,772	9,991	27,750	7,868	9,991	27,750	7,865	9,991							27,750	7,845	9,991	27,750	7,830	5,412	27,750	7,866	5,440				27,750	7,831	5,342	27,750	7,701	5,052	27,750	7,852	5,425	27,750	7,805	5,320																																				
									27,800	7,650	1,848	27,800	7,672	9,991	27,800	7,648	9,991	27,800	7,711	9,991				27,800	7,863	9,991	27,800	7,808	9,991	27,800	7,757	9,991	27,800	7,786	9,991	27,800	7,868	9,991	27,800	7,865	9,991							27,800	7,859	9,991	27,800	7,844	5,388	27,800	7,866	5,473				27,800	7,845	5,425	27,800	7,715	5,133	27,800	7,865	5,445	27,800	7,819	5,340																																				
